personId:ID|country:STRING|tagClass:STRING|minPathDistance:INT|maxPathDistance:INT
64403|Taiwan|Monarch|3|4
2199023257268|Morocco|Saint|3|4
17950|Morocco|Monarch|3|4
24112|France|Saint|3|4
16805|Algeria|SoccerManager|3|4
2199023269140|Madagascar|Saint|3|4
2199023285316|Sweden|NascarDriver|3|4
30407|Zambia|Architect|3|4
38227|Poland|Thing|3|4
38227|Taiwan|Thing|3|4
167|Poland|BaseballPlayer|3|4
167|Netherlands|Cricketer|3|4
31620|Peru|BaseballPlayer|3|4
17950|Belgium|BasketballPlayer|3|4
2199023311299|Zambia|BasketballPlayer|3|4
24112|Morocco|Senator|3|4
2199023266973|Peru|BasketballPlayer|3|4
2199023276616|Taiwan|PrimeMinister|3|4
2199023272877|Poland|Senator|3|4
2199023265889|Cuba|Architect|3|4
2199023293139|Poland|Senator|3|4
2199023262178|Morocco|Saint|3|4
38227|Cuba|Thing|3|4
28906|France|BaseballPlayer|3|4
28388|Belgium|Architect|3|4
2199023302404|France|BasketballPlayer|3|4
59535|Peru|FormulaOneRacer|3|4
53195|Sweden|Senator|3|4
2199023265889|Belgium|Cricketer|3|4
53195|Ethiopia|SoccerManager|3|4
37197|Netherlands|FormulaOneRacer|3|4
25235|Belgium|BaseballPlayer|3|4
25235|Cuba|Architect|3|4
2199023297691|Madagascar|ComicsCreator|3|4
2199023266973|Netherlands|AmericanFootballPlayer|3|4
28388|Madagascar|Saint|3|4
2199023276616|Argentina|Senator|3|4
2199023300640|Sweden|Politician|3|4
2199023289166|Peru|BasketballPlayer|3|4
2199023272877|Morocco|FormulaOneRacer|3|4
2199023262575|Belgium|Politician|3|4
2199023312391|Netherlands|Cricketer|3|4
28906|Peru|NascarDriver|3|4
28388|Morocco|BasketballPlayer|3|4
28388|Morocco|SoccerManager|3|4
24112|Ukraine|Politician|3|4
2199023295663|Colombia|PrimeMinister|3|4
2199023276616|Australia|Senator|3|4
2199023270400|Peru|Senator|3|4
2199023266973|France|AmericanFootballPlayer|3|4
17950|Argentina|Saint|3|4
2199023265889|Australia|ComicsCreator|3|4
2199023265889|Hungary|Monarch|3|4
53440|Belgium|BasketballPlayer|3|4
2199023304208|Hungary|NascarDriver|3|4
38227|Peru|Politician|3|4
2199023265889|Algeria|FormulaOneRacer|3|4
2199023266973|Australia|Senator|3|4
6560|Ukraine|SoccerManager|3|4
51852|Argentina|SoccerManager|3|4
6560|France|FormulaOneRacer|3|4
30407|Morocco|SoccerManager|3|4
2199023301280|Algeria|Cricketer|3|4
2199023300640|Cuba|AmericanFootballPlayer|3|4
15564|Peru|Monarch|3|4
2199023263376|Hungary|Cricketer|3|4
2199023302404|Australia|Politician|3|4
2199023312345|Netherlands|NascarDriver|3|4
2199023293626|Madagascar|Monarch|3|4
2199023276616|France|Senator|3|4
53195|Belgium|Monarch|3|4
2199023304208|Colombia|BaseballPlayer|3|4
2199023311299|Belgium|Senator|3|4
2199023311299|Tanzania|Politician|3|4
2199023312345|Colombia|PrimeMinister|3|4
28906|Ukraine|Saint|3|4
2199023285316|Taiwan|Politician|3|4
2199023276616|Madagascar|Architect|3|4
2199023297691|Colombia|Saint|3|4
167|Hungary|NascarDriver|3|4
17950|Kazakhstan|Monarch|3|4
2199023276616|Ethiopia|BaseballPlayer|3|4
2199023265164|Poland|Monarch|3|4
2199023301280|Poland|Saint|3|4
15564|Algeria|BasketballPlayer|3|4
2199023268547|Ukraine|Senator|3|4
2199023262178|Madagascar|ComicsCreator|3|4
37197|Kazakhstan|Politician|3|4
2199023269140|Poland|BasketballPlayer|3|4
6560|Madagascar|BasketballPlayer|3|4
2199023265164|Colombia|Saint|3|4
28388|Hungary|SoccerManager|3|4
2199023302404|Poland|Thing|3|4
28906|Peru|ComicsCreator|3|4
16805|Hungary|ComicsCreator|3|4
59535|Poland|BasketballPlayer|3|4
30407|Argentina|Senator|3|4
2199023302456|Sweden|Politician|3|4
28906|Sweden|Saint|3|4
6560|France|BasketballPlayer|3|4
2199023304208|Peru|Saint|3|4
2199023259334|Ethiopia|Monarch|3|4
53440|Zambia|FormulaOneRacer|3|4
2199023312391|Morocco|BasketballPlayer|3|4
24112|Netherlands|Cricketer|3|4
2199023272877|Netherlands|Architect|3|4
2199023312391|Tanzania|Architect|3|4
2199023290774|Australia|ComicsCreator|3|4
2199023290774|Peru|ComicsCreator|3|4
31620|Netherlands|Cricketer|3|4
2199023270400|Poland|Saint|3|4
34117|Hungary|Senator|3|4
2199023285316|Cuba|Senator|3|4
2199023304208|Cuba|Saint|3|4
2199023262178|Madagascar|FormulaOneRacer|3|4
59535|Madagascar|Architect|3|4
64403|Netherlands|Monarch|3|4
2199023304208|Netherlands|Architect|3|4
167|Sweden|NascarDriver|3|4
2199023268547|Peru|AmericanFootballPlayer|3|4
2199023257268|Algeria|ComicsCreator|3|4
2199023266973|Zambia|Cricketer|3|4
2199023297691|Ethiopia|ComicsCreator|3|4
37197|Algeria|FormulaOneRacer|3|4
25235|Argentina|Politician|3|4
38227|Netherlands|BaseballPlayer|3|4
2199023266973|Colombia|AmericanFootballPlayer|3|4
2199023290774|Algeria|PrimeMinister|3|4
34117|Madagascar|AmericanFootballPlayer|3|4
2199023312345|Argentina|Architect|3|4
2199023263376|Peru|PrimeMinister|3|4
2199023300640|Poland|ComicsCreator|3|4
2199023265889|Madagascar|Architect|3|4
2199023269140|Argentina|Monarch|3|4
64403|Hungary|Cricketer|3|4
2199023301280|Ethiopia|Cricketer|3|4
53195|Ukraine|Cricketer|3|4
34117|Kazakhstan|Architect|3|4
2199023265889|Colombia|NascarDriver|3|4
25235|Colombia|Monarch|3|4
2199023265889|Australia|Senator|3|4
2199023285316|France|BaseballPlayer|3|4
2199023259334|Algeria|Senator|3|4
30407|Hungary|Thing|3|4
2199023257268|Zambia|Saint|3|4
2199023265164|Ethiopia|NascarDriver|3|4
48826|Ukraine|Politician|3|4
2199023268547|Argentina|BasketballPlayer|3|4
2199023263376|Cuba|Politician|3|4
33048|Ethiopia|BaseballPlayer|3|4
2199023302404|Madagascar|Senator|3|4
2199023304208|Kazakhstan|Senator|3|4
16805|Peru|Politician|3|4
2199023289166|Peru|Senator|3|4
2199023289597|Algeria|Senator|3|4
2199023270400|Sweden|PrimeMinister|3|4
2199023311299|Ethiopia|ComicsCreator|3|4
2199023301280|Colombia|Thing|3|4
59535|Peru|Architect|3|4
2199023290774|Taiwan|Monarch|3|4
25235|Ethiopia|ComicsCreator|3|4
2199023289597|Colombia|SoccerManager|3|4
2199023265164|Tanzania|FormulaOneRacer|3|4
2199023285316|Tanzania|SoccerManager|3|4
37197|Kazakhstan|Thing|3|4
2199023300640|Cuba|Thing|3|4
24112|Hungary|BasketballPlayer|3|4
2199023289166|Tanzania|NascarDriver|3|4
16805|Taiwan|FormulaOneRacer|3|4
2199023293626|Ethiopia|Senator|3|4
48826|Colombia|Cricketer|3|4
2199023285316|Argentina|ComicsCreator|3|4
2199023265164|Sweden|BaseballPlayer|3|4
48826|Hungary|AmericanFootballPlayer|3|4
53440|Poland|Architect|3|4
2199023312391|Algeria|SoccerManager|3|4
16805|Tanzania|Politician|3|4
2199023262575|Peru|BasketballPlayer|3|4
2199023297691|Ukraine|ComicsCreator|3|4
34117|Madagascar|PrimeMinister|3|4
16805|Belgium|SoccerManager|3|4
24112|France|Politician|3|4
2199023269140|Morocco|Cricketer|3|4
28388|Madagascar|BaseballPlayer|3|4
53195|Cuba|Architect|3|4
34117|Netherlands|Architect|3|4
2199023295663|Madagascar|ComicsCreator|3|4
51852|Zambia|SoccerManager|3|4
2199023265889|Peru|Saint|3|4
33048|France|BaseballPlayer|3|4
167|Colombia|Monarch|3|4
2199023311299|Sweden|Cricketer|3|4
2199023285316|Taiwan|FormulaOneRacer|3|4
2199023302456|Poland|AmericanFootballPlayer|3|4
6560|Kazakhstan|BaseballPlayer|3|4
2199023259334|Algeria|AmericanFootballPlayer|3|4
2199023300640|Peru|ComicsCreator|3|4
53440|Taiwan|Monarch|3|4
2199023268547|Algeria|Senator|3|4
2199023263376|Colombia|Monarch|3|4
53195|Tanzania|FormulaOneRacer|3|4
53440|Netherlands|Politician|3|4
2199023289597|Peru|Monarch|3|4
51852|Hungary|Saint|3|4
2199023304208|Madagascar|Architect|3|4
2199023262178|Morocco|Thing|3|4
2199023285316|Ethiopia|Saint|3|4
2199023311299|Kazakhstan|ComicsCreator|3|4
2199023262575|Australia|FormulaOneRacer|3|4
25235|Ukraine|Monarch|3|4
51852|Belgium|Monarch|3|4
2199023268547|Morocco|BaseballPlayer|3|4
2199023272877|Belgium|PrimeMinister|3|4
30407|Zambia|Thing|3|4
2199023262178|Australia|Politician|3|4
25235|Colombia|Thing|3|4
2199023290774|Ethiopia|BaseballPlayer|3|4
33048|Zambia|Senator|3|4
2199023289166|Belgium|Cricketer|3|4
2199023293626|Netherlands|Politician|3|4
6560|Cuba|BasketballPlayer|3|4
2199023290774|Sweden|AmericanFootballPlayer|3|4
37197|Australia|Monarch|3|4
25235|Hungary|AmericanFootballPlayer|3|4
2199023262575|Poland|Saint|3|4
2199023302456|Cuba|Saint|3|4
2199023302404|Cuba|SoccerManager|3|4
34117|Argentina|Cricketer|3|4
30407|Ethiopia|Politician|3|4
24112|Ethiopia|PrimeMinister|3|4
30407|Poland|BaseballPlayer|3|4
2199023265889|Algeria|NascarDriver|3|4
2199023269140|Taiwan|AmericanFootballPlayer|3|4
64403|France|SoccerManager|3|4
15564|Cuba|BasketballPlayer|3|4
59535|Kazakhstan|BasketballPlayer|3|4
37197|Algeria|Monarch|3|4
2199023297691|Peru|Monarch|3|4
2199023268547|Hungary|FormulaOneRacer|3|4
16805|Madagascar|FormulaOneRacer|3|4
2199023289166|Sweden|FormulaOneRacer|3|4
2199023312345|Argentina|FormulaOneRacer|3|4
38227|Madagascar|Saint|3|4
34117|Kazakhstan|FormulaOneRacer|3|4
30407|Taiwan|Saint|3|4
2199023302456|Ethiopia|Cricketer|3|4
2199023311299|Algeria|ComicsCreator|3|4
15564|Taiwan|Saint|3|4
2199023311299|France|Architect|3|4
15564|Ethiopia|SoccerManager|3|4
2199023263376|Ukraine|SoccerManager|3|4
2199023297691|Belgium|Saint|3|4
2199023262575|Taiwan|FormulaOneRacer|3|4
6560|Ukraine|ComicsCreator|3|4
2199023295663|Ethiopia|Senator|3|4
2199023293139|Poland|SoccerManager|3|4
2199023301280|Kazakhstan|SoccerManager|3|4
16805|Cuba|BaseballPlayer|3|4
31620|Peru|PrimeMinister|3|4
2199023289597|Madagascar|PrimeMinister|3|4
6560|Morocco|Thing|3|4
2199023263376|Hungary|Architect|3|4
17950|Australia|BaseballPlayer|3|4
2199023312391|Peru|SoccerManager|3|4
167|Poland|Senator|3|4
2199023272877|Belgium|FormulaOneRacer|3|4
24112|Belgium|Monarch|3|4
2199023257268|Argentina|Cricketer|3|4
25235|Belgium|Politician|3|4
2199023302456|Taiwan|Thing|3|4
2199023268547|Cuba|FormulaOneRacer|3|4
2199023285316|Morocco|BasketballPlayer|3|4
2199023312345|Morocco|Thing|3|4
2199023290774|Morocco|PrimeMinister|3|4
2199023312345|Morocco|Cricketer|3|4
59535|Zambia|Senator|3|4
2199023289597|Taiwan|BasketballPlayer|3|4
2199023265164|Argentina|Thing|3|4
2199023265889|Taiwan|Architect|3|4
6560|Ukraine|Architect|3|4
64403|Australia|Saint|3|4
2199023270400|France|Cricketer|3|4
34117|Cuba|Politician|3|4
2199023304208|Tanzania|Thing|3|4
25235|Cuba|NascarDriver|3|4
2199023257268|Algeria|BaseballPlayer|3|4
2199023263376|Argentina|Monarch|3|4
15564|Ukraine|AmericanFootballPlayer|3|4
2199023276616|Poland|Senator|3|4
51852|Tanzania|Politician|3|4
2199023263376|Argentina|NascarDriver|3|4
2199023285316|Australia|BasketballPlayer|3|4
2199023257268|Poland|Cricketer|3|4
34117|Ukraine|SoccerManager|3|4
2199023265889|Morocco|Politician|3|4
2199023312345|Hungary|Politician|3|4
31620|Tanzania|Monarch|3|4
2199023285316|Madagascar|ComicsCreator|3|4
6560|Ethiopia|Architect|3|4
2199023262575|Madagascar|Monarch|3|4
2199023265889|Belgium|SoccerManager|3|4
2199023289597|Kazakhstan|BasketballPlayer|3|4
17950|Sweden|Politician|3|4
2199023297691|Belgium|BasketballPlayer|3|4
2199023304208|Algeria|BaseballPlayer|3|4
53195|Peru|AmericanFootballPlayer|3|4
2199023265889|Peru|ComicsCreator|3|4
28906|Kazakhstan|BaseballPlayer|3|4
2199023257268|Ukraine|ComicsCreator|3|4
2199023270400|Ethiopia|Thing|3|4
31620|Netherlands|FormulaOneRacer|3|4
2199023293139|Netherlands|ComicsCreator|3|4
37197|Zambia|ComicsCreator|3|4
2199023302404|Australia|BasketballPlayer|3|4
6560|Madagascar|SoccerManager|3|4
31620|Sweden|BasketballPlayer|3|4
33048|Madagascar|ComicsCreator|3|4
38227|Tanzania|AmericanFootballPlayer|3|4
31620|Cuba|NascarDriver|3|4
2199023312345|Ukraine|Architect|3|4
34117|Colombia|BaseballPlayer|3|4
2199023270400|Taiwan|BasketballPlayer|3|4
64403|Algeria|AmericanFootballPlayer|3|4
2199023263376|Netherlands|PrimeMinister|3|4
2199023265889|Ukraine|NascarDriver|3|4
2199023301280|France|SoccerManager|3|4
17950|Belgium|ComicsCreator|3|4
2199023269140|Madagascar|FormulaOneRacer|3|4
34117|Taiwan|NascarDriver|3|4
2199023290774|Zambia|Saint|3|4
2199023262178|Kazakhstan|AmericanFootballPlayer|3|4
167|Poland|FormulaOneRacer|3|4
2199023285316|Algeria|FormulaOneRacer|3|4
2199023311299|Algeria|Cricketer|3|4
17950|Ethiopia|Politician|3|4
38227|Madagascar|BasketballPlayer|3|4
15564|Morocco|AmericanFootballPlayer|3|4
2199023312345|Kazakhstan|FormulaOneRacer|3|4
64403|Zambia|BasketballPlayer|3|4
2199023293139|Algeria|Cricketer|3|4
2199023285316|Peru|SoccerManager|3|4
16805|Algeria|BasketballPlayer|3|4
28388|Sweden|AmericanFootballPlayer|3|4
30407|Argentina|AmericanFootballPlayer|3|4
2199023266973|France|Cricketer|3|4
2199023262178|Poland|Senator|3|4
16805|Argentina|Saint|3|4
2199023302456|Zambia|BaseballPlayer|3|4
2199023266973|Colombia|FormulaOneRacer|3|4
