tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Brand_New_Cadillac|2012-12-28|Seventh_Star|2010-05-27|5
Alex_Shelley|2011-12-01|The_Best_of_David_Bowie_1969/1974|2010-07-07|6
Party_in_the_U.S.A.|2012-09-10|Ooo_Baby_Baby|2010-02-25|5
Cosmic_Egg|2012-12-23|Seventh_Star|2010-05-27|4
Apagorevmeno|2012-12-30|Imperial_Bedroom|2010-06-03|6
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Italo_Calvino|2010-08-23|5
I_Can_Hear_Music|2012-12-12|Ebeneezer_Goode|2010-02-24|5
God_in_Me|2012-12-23|Jeff_Kennett|2010-10-30|4
Thirteenth_Step|2012-12-16|J.E._Heartbreak|2010-05-27|5
Boethius|2012-12-17|Imperial_Bedroom|2010-06-03|5
Something_to_Remember|2012-11-29|Linda_Ronstadt|2010-03-13|5
Jack_Kerouac|2011-11-16|Ooo_Baby_Baby|2010-02-25|3
The_Best_of_David_Bowie_1969/1974|2012-12-25|Nikita_Khrushchev|2010-01-30|5
Bulgaria|2011-10-28|Alex_Shelley|2011-12-01|3
Nikita_Khrushchev|2012-01-16|Gin_and_Juice|2010-02-24|6
Linda_Ronstadt|2012-01-25|Republic_of_New_Granada|2010-04-29|3
A.D.I.D.A.S.|2012-12-22|Voices_in_the_Wilderness|2010-10-31|4
Ebeneezer_Goode|2012-11-18|Koda_Kumi|2010-05-20|6
Slovenia|2011-11-07|God_in_Me|2010-08-18|4
Fitzgerald_and_Pass..._Again|2012-12-11|Beyond_My_Control|2012-01-30|3
Gold_Cobra|2012-12-31|Jacques_Chirac|2010-01-31|4
J.E._Heartbreak|2012-12-25|Skin_and_Bones|2011-05-27|6
Aga_Khan_IV|2012-12-11|World_of_Our_Own|2010-03-12|4
Dry_Kids:_B-Sides_1997–2005|2012-12-14|Meaty_Beaty_Big_and_Bouncy|2010-04-18|4
Going_to_a_Go-Go|2012-12-04|Share_My_World|2010-06-04|5
Koda_Kumi|2012-12-25|Rani_Mukerji|2012-03-24|3
Furthermore:_From_the_Studio,_From_the_Stage|2012-12-22|Darfur|2010-02-27|6
Back_for_the_Attack|2012-12-30|Preflyte|2010-06-03|6
Bulgaria|2011-10-28|Bob_Geldof|2010-04-27|5
WOW_Hits_2008|2012-12-31|Bob_Geldof|2010-04-27|6
Hallo_Spaceboy|2012-11-26|Meaty_Beaty_Big_and_Bouncy|2010-04-18|6
Ooo_Baby_Baby|2012-11-18|Rivers_of_Babylon|2010-04-07|3
Dancing_Undercover|2012-12-26|Bright_Lights_Bigger_City|2010-05-27|3
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Koda_Kumi|2010-05-20|6
Hot_n_Cold|2012-11-03|East_Germany|2010-05-24|3
Italo_Calvino|2012-12-27|Something_to_Remember|2011-02-15|3
No_Way_to_Say|2012-12-22|East_Germany|2010-05-24|4
East_Germany|2011-11-27|Rivers_of_Babylon|2010-04-07|3
Bulgaria|2011-10-28|Northern_Lights_–_Southern_Cross|2010-10-12|5
Black_Tie_White_Noise|2012-12-13|Slovenia|2010-01-30|5
Space_Ritual|2012-12-18|Nikita_Khrushchev|2010-01-30|6
Wasting_Light|2012-11-03|Slovenia|2010-01-30|5
Share_My_World|2012-12-10|Aga_Khan_IV|2010-11-25|5
Rani_Mukerji|2012-12-30|Rule/Sparkle|2011-10-12|5
Slovenia|2011-11-07|Moving_Violation|2010-09-15|4
Here_Comes_the_Rain_Again|2012-12-19|Darfur|2010-02-27|3
God_in_Me|2012-12-23|Apagorevmeno|2010-06-03|3
Rani_Mukerji|2012-12-30|Alex_Shelley|2011-12-01|3
J.E._Heartbreak|2012-12-25|Peter_of_Castile|2011-06-19|5
Fitzgerald_and_Pass..._Again|2012-12-11|Rivers_of_Babylon|2010-04-07|6
Lovesexy|2012-12-09|Meaty_Beaty_Big_and_Bouncy|2010-04-18|3
Ebeneezer_Goode|2012-11-18|Lovesexy|2010-06-03|4
Boethius|2012-12-17|Locked_Out|2010-06-03|5
Relationship_of_Command|2012-12-18|Furthermore:_From_the_Studio,_From_the_Stage|2012-08-06|3
Linda_Ronstadt|2012-01-25|East_Germany|2010-05-24|4
Space_Ritual|2012-12-18|Disco_Duck|2010-07-23|4
John_VI_of_Portugal|2012-12-20|Preflyte|2010-06-03|4
Republic_of_New_Granada|2012-10-06|Ebeneezer_Goode|2010-02-24|6
Northern_Lights_–_Southern_Cross|2012-12-27|Zac_Efron|2011-03-04|4
Glee:_The_Music,_Volume_6|2012-12-27|Skin_and_Bones|2011-05-27|4
Jeff_Kennett|2012-12-31|Lovesexy|2010-06-03|3
Lee_Hyung-taik|2012-12-20|Rani_Mukerji|2012-03-24|6
Back_for_the_Attack|2012-12-30|Arma-Goddamn-Motherfuckin-Geddon|2010-10-05|6
Sikh_Empire|2012-10-17|Fitzgerald_and_Pass..._Again|2010-06-30|3
Broken_Heels|2012-12-14|J.E._Heartbreak|2010-05-27|3
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Linda_Ronstadt|2010-03-13|6
Darfur|2012-03-18|A.D.I.D.A.S.|2010-09-14|6
Hot_n_Cold|2012-11-03|World_of_Our_Own|2010-03-12|6
East_Germany|2011-11-27|Imperial_Bedroom|2010-06-03|4
Something_to_Remember|2012-11-29|Houses_of_the_Holy|2010-06-03|3
Dry_Kids:_B-Sides_1997–2005|2012-12-14|God_in_Me|2010-08-18|6
The_Best_of_David_Bowie_1969/1974|2012-12-25|Hallo_Spaceboy|2010-02-25|3
Beyond_My_Control|2012-12-08|Apagorevmeno|2010-06-03|4
Fitzgerald_and_Pass..._Again|2012-12-11|Pieces_of_a_Man|2010-10-12|6
Spoonful|2012-12-13|Something_in_Common|2010-05-27|6
Voices_in_the_Wilderness|2012-12-27|Space_Ritual|2010-04-29|4
Locked_Out|2012-12-26|Gold_Cobra|2010-10-12|5
Nightflight_to_Venus|2012-12-29|Moving_Violation|2010-09-15|5
Italo_Calvino|2012-12-27|Alex_Shelley|2011-12-01|4
Big_Poppa|2012-12-06|J.E._Heartbreak|2010-05-27|3
Here_Comes_the_Rain_Again|2012-12-19|Bulgaria|2010-05-22|3
Pieces_of_a_Man|2012-12-29|Voices_in_the_Wilderness|2010-10-31|3
Furthermore:_From_the_Studio,_From_the_Stage|2012-12-22|Untitled_Korn_album|2010-10-11|4
Fitzgerald_and_Pass..._Again|2012-12-11|Hot_n_Cold|2010-05-27|4
No_Way_to_Say|2012-12-22|Brand_New_Cadillac|2010-06-03|6
Jacques_Chirac|2011-08-06|Darfur|2010-02-27|3
Zac_Efron|2012-12-29|Voices_in_the_Wilderness|2010-10-31|3
Disco_Duck|2012-12-04|Moving_Violation|2010-09-15|4
Locked_Out|2012-12-26|Shepherd_Moons|2010-06-16|3
Lee_Hyung-taik|2012-12-20|Locked_Out|2010-06-03|4
Right_on_the_Money|2012-12-28|Spoonful|2010-06-16|5
Elvis_Presley|2011-08-28|Big_Poppa|2010-07-25|5
Nikita_Khrushchev|2012-01-16|Ralph_Bakshi|2011-02-12|6
Northern_Lights_–_Southern_Cross|2012-12-27|William_Blake|2010-02-24|4
Thirteenth_Step|2012-12-16|Javier_Frana|2010-06-21|6
Jeff_Kennett|2012-12-31|Wasting_Light|2010-05-27|4
Pieces_of_a_Man|2012-12-29|Beyond_My_Control|2012-01-30|5
Ooo_Baby_Baby|2012-11-18|Arma-Goddamn-Motherfuckin-Geddon|2010-10-05|4
Untitled_Korn_album|2012-12-19|Nightflight_to_Venus|2011-04-14|5
Here_Comes_the_Rain_Again|2012-12-19|Shepherd_Moons|2010-06-16|4
Jacques_Chirac|2011-08-06|Stay_Too_Long|2011-10-01|3
Hallo_Spaceboy|2012-11-26|Bob_Geldof|2010-04-27|3
Cosmic_Egg|2012-12-23|You_Took_the_Words_Right_Out_of_My_Mouth|2010-05-27|4
World_of_Our_Own|2012-12-03|Gin_and_Juice|2010-02-24|4
Gin_and_Juice|2012-12-06|Spoonful|2010-06-16|3
Back_for_the_Attack|2012-12-30|Rule/Sparkle|2011-10-12|5
The_Best_of_David_Bowie_1969/1974|2012-12-25|Something_to_Remember|2011-02-15|5
Arma-Goddamn-Motherfuckin-Geddon|2012-12-29|Back_for_the_Attack|2010-12-02|3
Bright_Lights_Bigger_City|2012-12-13|Lovesexy|2010-06-03|5
Sans_logique|2012-12-24|MantaRay|2010-10-31|6
Alex_Shelley|2011-12-01|World_of_Our_Own|2010-03-12|5
Aga_Khan_IV|2012-12-11|Going_to_a_Go-Go|2010-08-27|4
Space_Ritual|2012-12-18|After_the_Heat|2010-06-17|4
Meaty_Beaty_Big_and_Bouncy|2012-12-18|Relationship_of_Command|2010-06-03|6
Pieces_of_a_Man|2012-12-29|Gin_and_Juice|2010-02-24|6
Right_on_the_Money|2012-12-28|Arma-Goddamn-Motherfuckin-Geddon|2010-10-05|4
From_Yesterday|2012-12-27|Voices_in_the_Wilderness|2010-10-31|5
Brand_New_Cadillac|2012-12-28|Thirteenth_Step|2010-05-27|5
Something_to_Remember|2012-11-29|Stay_Too_Long|2011-10-01|3
MantaRay|2012-12-18|Arma-Goddamn-Motherfuckin-Geddon|2010-10-05|6
Republic_of_New_Granada|2012-10-06|Imperial_Bedroom|2010-06-03|5
Apagorevmeno|2012-12-30|Nikita_Khrushchev|2010-01-30|6
Preflyte|2012-12-24|Black_Tie_White_Noise|2010-02-27|4
Fitzgerald_and_Pass..._Again|2012-12-11|Share_My_World|2010-06-04|4
Pieces_of_a_Man|2012-12-29|Seventh_Star|2010-05-27|6
Italo_Calvino|2012-12-27|Stay_Too_Long|2011-10-01|3
Moving_Violation|2012-12-26|Big_Poppa|2010-07-25|6
John_VI_of_Portugal|2012-12-20|No_Way_to_Say|2010-09-15|4
Black_Tie_White_Noise|2012-12-13|A.D.I.D.A.S.|2010-09-14|4
I_Can_Hear_Music|2012-12-12|Get_Down_and_Get_With_It|2011-02-16|5
Bright_Lights_Bigger_City|2012-12-13|Meaty_Beaty_Big_and_Bouncy|2010-04-18|3
Transatlanticism|2012-12-14|Elvis_Presley|2010-01-30|6
Party_in_the_U.S.A.|2012-09-10|Broken_Heels|2010-06-03|3
J.E._Heartbreak|2012-12-25|No_Way_to_Say|2010-09-15|5
Broken_Heels|2012-12-14|Jeff_Kennett|2010-10-30|3
Moving_Violation|2012-12-26|Nightflight_to_Venus|2011-04-14|4
Seventh_Star|2012-12-18|Fitzgerald_and_Pass..._Again|2010-06-30|5
Black_Tie_White_Noise|2012-12-13|Boethius|2012-09-11|6
Space_Ritual|2012-12-18|Slovenia|2010-01-30|6
Skin_and_Bones|2012-12-29|Alex_Shelley|2011-12-01|6
Preflyte|2012-12-24|Linda_Ronstadt|2010-03-13|6
Meaty_Beaty_Big_and_Bouncy|2012-12-18|Going_to_a_Go-Go|2010-08-27|3
Imperial_Bedroom|2012-12-17|J.E._Heartbreak|2010-05-27|6
Aga_Khan_IV|2012-12-11|Relationship_of_Command|2010-06-03|3
Sans_logique|2012-12-24|Pieces_of_a_Man|2010-10-12|3
Beyond_My_Control|2012-12-08|Space_Ritual|2010-04-29|5
Arma-Goddamn-Motherfuckin-Geddon|2012-12-29|Jerry_Lee_Lewis|2010-01-29|4
Here_Comes_the_Rain_Again|2012-12-19|God_in_Me|2010-08-18|3
Broken_Heels|2012-12-14|Jacques_Chirac|2010-01-31|3
J.E._Heartbreak|2012-12-25|Party_in_the_U.S.A.|2010-02-24|6
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Alex_Shelley|2011-12-01|5
Ooo_Baby_Baby|2012-11-18|Skin_and_Bones|2011-05-27|5
Spoonful|2012-12-13|Houses_of_the_Holy|2010-06-03|5
Dry_Kids:_B-Sides_1997–2005|2012-12-14|Imperial_Bedroom|2010-06-03|6
Cosmic_Egg|2012-12-23|Something_in_Common|2010-05-27|4
Rani_Mukerji|2012-12-30|Lee_Hyung-taik|2011-01-21|5
Meaty_Beaty_Big_and_Bouncy|2012-12-18|Black_Tie_White_Noise|2010-02-27|6
Moving_Violation|2012-12-26|Bright_Lights_Bigger_City|2010-05-27|3
Bulgaria|2011-10-28|Brand_New_Cadillac|2010-06-03|6
Rub_It_In|2012-12-31|Ebeneezer_Goode|2010-02-24|4
Brand_New_Cadillac|2012-12-28|Javier_Frana|2010-06-21|6
God_in_Me|2012-12-23|Lee_Hyung-taik|2011-01-21|6
Voices_in_the_Wilderness|2012-12-27|MantaRay|2010-10-31|5
Untitled_Korn_album|2012-12-19|From_Yesterday|2010-11-23|4
Darfur|2012-03-18|Beyond_My_Control|2012-01-30|3
Arma-Goddamn-Motherfuckin-Geddon|2012-12-29|Thirteenth_Step|2010-05-27|6
Ooo_Baby_Baby|2012-11-18|Jack_Kerouac|2010-01-22|4
Ralph_Bakshi|2012-12-28|Rivers_of_Babylon|2010-04-07|3
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Beatles_for_Sale|2010-06-03|4
God_in_Me|2012-12-23|John_VI_of_Portugal|2011-07-04|6
Ralph_Bakshi|2012-12-28|Ooo_Baby_Baby|2010-02-25|6
Party_in_the_U.S.A.|2012-09-10|Zac_Efron|2011-03-04|4
Spoonful|2012-12-13|Pieces_of_a_Man|2010-10-12|4
Sans_logique|2012-12-24|Here_Comes_the_Rain_Again|2010-09-15|4
WOW_Hits_2008|2012-12-31|Houses_of_the_Holy|2010-06-03|3
J.E._Heartbreak|2012-12-25|Bob_Geldof|2010-04-27|4
You_Took_the_Words_Right_Out_of_My_Mouth|2012-12-15|Meaty_Beaty_Big_and_Bouncy|2010-04-18|5
Jeff_Kennett|2012-12-31|Northern_Lights_–_Southern_Cross|2010-10-12|6
God_in_Me|2012-12-23|Space_Ritual|2010-04-29|4
Here_Comes_the_Rain_Again|2012-12-19|Nightflight_to_Venus|2011-04-14|5
The_Capitol_Albums,_Volume_1|2012-12-23|Pieces_of_a_Man|2010-10-12|6
Right_on_the_Money|2012-12-28|Jerry_Lee_Lewis|2010-01-29|3
Spoonful|2012-12-13|Meaty_Beaty_Big_and_Bouncy|2010-04-18|3
John_VI_of_Portugal|2012-12-20|Space_Ritual|2010-04-29|5
Jerry_Lee_Lewis|2011-11-20|Share_My_World|2010-06-04|6
Lovesexy|2012-12-09|Ebeneezer_Goode|2010-02-24|6
John_VI_of_Portugal|2012-12-20|Republic_of_New_Granada|2010-04-29|5
The_Best_of_David_Bowie_1969/1974|2012-12-25|Lovesexy|2010-06-03|5
Northern_Lights_–_Southern_Cross|2012-12-27|Brand_New_Cadillac|2010-06-03|3
Javier_Frana|2012-12-30|Furthermore:_From_the_Studio,_From_the_Stage|2012-08-06|3
Going_to_a_Go-Go|2012-12-04|Italo_Calvino|2010-08-23|5
Locked_Out|2012-12-26|Ooo_Baby_Baby|2010-02-25|4
Spoonful|2012-12-13|Northern_Lights_–_Southern_Cross|2010-10-12|4
Here_Comes_the_Rain_Again|2012-12-19|Transatlanticism|2010-02-25|5
Going_to_a_Go-Go|2012-12-04|WOW_Hits_2008|2010-06-03|4
Something_to_Remember|2012-11-29|Peter_of_Castile|2011-06-19|3
