tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Rubén_Blades|2010-06-03|Romania|2012-10-15|6
Luís_Figo|2010-09-30|Fred_Astaire|2012-12-25|4
Sammy_Sosa|2010-07-25|Livy|2012-12-27|3
Sammy_Sosa|2011-10-06|Livy|2012-12-27|4
Sammy_Sosa|2011-10-07|Livy|2012-12-27|5
Sammy_Sosa|2012-06-11|Livy|2012-12-27|4
Siad_Barre|2010-06-16|Dominican_Republic|2012-12-05|6
Haile_Gebrselassie|2011-03-26|William_Pitt_the_Younger|2012-12-28|3
Tom_Gehrels|2011-02-02|Kuwait|2012-12-16|3
Tom_Gehrels|2011-02-03|Kuwait|2012-12-16|4
Shapur_II|2010-10-11|Muhammad|2012-12-06|4
Shapur_II|2010-10-12|Muhammad|2012-12-06|5
Eugène_Ionesco|2012-04-07|Niccolò_Machiavelli|2012-12-17|5
Karol_Kučera|2012-02-11|Brian_Eno|2012-12-30|6
Belisarius|2012-11-14|Arthur_Wellesley,_1st_Duke_of_Wellington|2012-12-22|3
Genghis_Khan|2011-03-22|Abraham_Lincoln|2012-12-05|4
Genghis_Khan|2012-01-04|Abraham_Lincoln|2012-12-05|3
Genghis_Khan|2012-01-05|Abraham_Lincoln|2012-12-05|4
Eugène_Ionesco|2012-04-07|Leonard_Bernstein|2012-11-25|3
Yoko_Ono|2011-09-23|John_Coltrane|2012-12-27|3
Garry_Kasparov|2011-10-18|Cole_Porter|2012-12-18|3
Shapur_II|2010-10-11|Christopher_Columbus|2012-11-13|5
Shapur_II|2010-10-12|Christopher_Columbus|2012-11-13|6
Julia_Gillard|2011-03-29|Solomon|2012-12-25|3
Peter_Hain|2011-10-11|Lucille_Ball|2012-12-19|5
Peter_Hain|2011-10-12|Lucille_Ball|2012-12-19|6
Shapur_II|2010-10-11|Muammar_Gaddafi|2011-10-22|6
Shapur_II|2010-10-12|Muammar_Gaddafi|2011-10-22|3
Haile_Selassie_I|2010-08-29|Catherine_the_Great|2012-11-22|3
Haile_Selassie_I|2010-08-30|Catherine_the_Great|2012-11-22|4
Genghis_Khan|2011-03-22|Katy_Perry|2012-12-23|6
Genghis_Khan|2012-01-04|Katy_Perry|2012-12-23|5
Genghis_Khan|2012-01-05|Katy_Perry|2012-12-23|6
Joe_Strummer|2011-10-22|Linda_Ronstadt|2012-12-31|4
Joe_Strummer|2011-10-23|Linda_Ronstadt|2012-12-31|5
Kateryna_Bondarenko|2011-09-18|Linda_Ronstadt|2012-12-31|6
Jan_Hus|2011-06-22|Niccolò_Machiavelli|2012-12-17|4
Haile_Selassie_I|2010-08-29|Jamaica|2012-04-20|3
Haile_Selassie_I|2010-08-30|Jamaica|2012-04-20|4
Edgar_Prado|2011-12-19|George_Orwell|2012-12-01|4
Edgar_Prado|2011-12-20|George_Orwell|2012-12-01|5
Garry_Kasparov|2011-10-18|United_States|2012-09-16|6
Alejandro_Falla|2012-05-03|Queen_Elizabeth_The_Queen_Mother|2012-12-18|4
Mariano_Rivera|2011-10-12|George_Orwell|2012-12-01|4
Mariano_Rivera|2011-10-13|George_Orwell|2012-12-01|5
Belisarius|2012-11-14|El_Salvador|2012-06-03|5
Eugène_Ionesco|2012-04-07|John_Quincy_Adams|2012-12-18|6
Siad_Barre|2010-06-16|John_Coltrane|2012-12-27|4
Léopold_Sédar_Senghor|2010-10-05|Burma|2012-12-02|6
Dimitri_Tiomkin|2011-10-07|Leonard_Bernstein|2012-11-25|5
Manuel_Noriega|2012-06-02|Thailand|2012-02-21|5
Manuel_Noriega|2012-06-03|Thailand|2012-02-21|6
Marc_Gicquel|2010-12-02|Romania|2012-10-15|4
Marc_Gicquel|2012-07-25|Romania|2012-10-15|3
Marc_Gicquel|2012-07-26|Romania|2012-10-15|4
Genghis_Khan|2011-03-22|Sanath_Jayasuriya|2012-10-24|6
Genghis_Khan|2012-01-04|Sanath_Jayasuriya|2012-10-24|5
Genghis_Khan|2012-01-05|Sanath_Jayasuriya|2012-10-24|6
Humayun|2011-10-08|Mauritius|2012-12-22|5
Peter_Hain|2011-10-11|Friedrich_Nietzsche|2012-11-11|3
Peter_Hain|2011-10-12|Friedrich_Nietzsche|2012-11-11|4
Kateryna_Bondarenko|2011-09-18|John_Quincy_Adams|2012-12-18|5
Tom_Gehrels|2011-02-02|Cole_Porter|2012-12-18|5
Tom_Gehrels|2011-02-03|Cole_Porter|2012-12-18|6
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Leonardo_da_Vinci|2012-11-14|4
Eugène_Ionesco|2012-04-07|George_Washington|2011-10-16|6
Marc_Gicquel|2010-12-02|George_Orwell|2012-12-01|3
Marc_Gicquel|2012-07-25|George_Orwell|2012-12-01|6
Marc_Gicquel|2012-07-26|George_Orwell|2012-12-01|3
Sammy_Sosa|2010-07-25|Oman|2012-12-27|3
Sammy_Sosa|2011-10-06|Oman|2012-12-27|4
Sammy_Sosa|2011-10-07|Oman|2012-12-27|5
Sammy_Sosa|2012-06-11|Oman|2012-12-27|4
Humayun|2011-10-08|Rupert_Murdoch|2012-12-01|4
Robert_Fripp|2011-02-15|East_Germany|2012-11-24|6
Robert_Fripp|2011-02-16|East_Germany|2012-11-24|3
Slavoj_Žižek|2011-01-15|Francis_I_of_France|2012-12-14|3
Slavoj_Žižek|2012-06-15|Francis_I_of_France|2012-12-14|3
Ehud_Olmert|2012-08-04|John_Coltrane|2012-12-27|6
Ehud_Olmert|2012-08-05|John_Coltrane|2012-12-27|3
Ho_Chi_Minh|2010-07-23|Hilary_Duff|2012-12-24|6
Ho_Chi_Minh|2010-10-30|Hilary_Duff|2012-12-24|5
Ho_Chi_Minh|2010-10-31|Hilary_Duff|2012-12-24|6
Kateryna_Bondarenko|2011-09-18|John_Howard|2012-09-28|4
Jawaharlal_Nehru|2011-04-20|Ferdinand_II_of_Aragon|2012-12-29|5
Alejandro_Falla|2012-05-03|Burt_Reynolds|2012-12-29|3
Chulalongkorn|2010-12-30|William_Blake|2012-12-15|5
Luís_Figo|2010-09-30|Brian_Eno|2012-12-30|5
Haile_Gebrselassie|2011-03-26|Ferdinand_II_of_Aragon|2012-12-29|4
Ho_Chi_Minh|2010-07-23|William_Pitt_the_Younger|2012-12-28|6
Ho_Chi_Minh|2010-10-30|William_Pitt_the_Younger|2012-12-28|5
Ho_Chi_Minh|2010-10-31|William_Pitt_the_Younger|2012-12-28|6
Freddie_Mercury|2011-01-04|Isabella_I_of_Castile|2012-12-21|3
Freddie_Mercury|2011-01-05|Isabella_I_of_Castile|2012-12-21|4
David_Hockney|2011-06-14|Universal_Studios|2012-11-26|3
David_Hockney|2011-06-15|Universal_Studios|2012-11-26|4
Karol_Kučera|2012-02-11|Lucille_Ball|2012-12-19|3
Joe_Strummer|2011-10-22|Hilary_Duff|2012-12-24|5
Joe_Strummer|2011-10-23|Hilary_Duff|2012-12-24|6
Jan_Hus|2011-06-22|Belize|2012-12-21|4
Mariano_Rivera|2011-10-12|Abraham_Lincoln|2012-12-05|4
Mariano_Rivera|2011-10-13|Abraham_Lincoln|2012-12-05|5
Humayun|2011-10-08|Italy|2012-05-09|6
Muammar_Gaddafi|2011-10-15|Oscar_Hammerstein_II|2012-12-27|5
Muammar_Gaddafi|2011-10-16|Oscar_Hammerstein_II|2012-12-27|6
Genghis_Khan|2011-03-22|George_Washington|2011-10-16|5
Genghis_Khan|2012-01-04|George_Washington|2011-10-16|4
Genghis_Khan|2012-01-05|George_Washington|2011-10-16|5
Paradorn_Srichaphan|2012-02-20|Italy|2012-05-09|4
Paradorn_Srichaphan|2012-02-21|Italy|2012-05-09|5
Paradorn_Srichaphan|2012-02-22|Italy|2012-05-09|6
Chen_Shui-bian|2012-08-02|Brad_Pitt|2012-12-12|5
Luís_Figo|2010-09-30|Jamaica|2012-04-20|3
Belisarius|2012-11-14|William_Pitt_the_Younger|2012-12-28|5
Yoko_Ono|2011-09-23|Lucille_Ball|2012-12-19|3
Freddie_Mercury|2011-01-04|Turkey|2012-11-22|6
Freddie_Mercury|2011-01-05|Turkey|2012-11-22|3
Mariano_Rivera|2011-10-12|Christopher_Columbus|2012-11-13|6
Mariano_Rivera|2011-10-13|Christopher_Columbus|2012-11-13|3
Hassan_II_of_Morocco|2012-05-12|Mark_Twain|2012-08-05|6
Hassan_II_of_Morocco|2012-05-13|Mark_Twain|2012-08-05|3
Jan_Hus|2011-06-22|Isabella_I_of_Castile|2012-12-21|4
Helena_Blavatsky|2012-09-15|Giacomo_Puccini|2012-12-23|4
Ho_Chi_Minh|2010-07-23|Burt_Reynolds|2012-12-29|3
Ho_Chi_Minh|2010-10-30|Burt_Reynolds|2012-12-29|6
Ho_Chi_Minh|2010-10-31|Burt_Reynolds|2012-12-29|3
Sanath_Jayasuriya|2011-03-26|Leonard_Bernstein|2012-11-25|6
Sanath_Jayasuriya|2011-03-27|Leonard_Bernstein|2012-11-25|3
Sanath_Jayasuriya|2012-01-03|Leonard_Bernstein|2012-11-25|4
Sanath_Jayasuriya|2012-01-04|Leonard_Bernstein|2012-11-25|5
Diosdado_Macapagal|2012-10-08|Leonard_Bernstein|2012-11-25|3
Julia_Gillard|2011-03-29|Ferdinand_II_of_Aragon|2012-12-29|3
Manuel_Noriega|2012-06-02|Oscar_Hammerstein_II|2012-12-27|3
Manuel_Noriega|2012-06-03|Oscar_Hammerstein_II|2012-12-27|4
Eugène_Ionesco|2012-04-07|Mel_Blanc|2012-12-31|3
Manuel_Noriega|2012-06-02|Barbra_Streisand|2012-12-07|3
Manuel_Noriega|2012-06-03|Barbra_Streisand|2012-12-07|4
Slavoj_Žižek|2011-01-15|Alfred_Hitchcock|2012-12-04|5
Slavoj_Žižek|2012-06-15|Alfred_Hitchcock|2012-12-04|5
Garry_Kasparov|2011-10-18|Oman|2012-12-27|4
Dimitri_Tiomkin|2011-10-07|Giacomo_Puccini|2012-12-23|5
Ivan_Ljubičić|2012-03-21|Arnold_Schwarzenegger|2012-07-13|3
Ivan_Ljubičić|2012-03-22|Arnold_Schwarzenegger|2012-07-13|4
Sonia_Gandhi|2010-09-14|Livy|2012-12-27|6
Sonia_Gandhi|2010-09-15|Livy|2012-12-27|3
Ho_Chi_Minh|2010-07-23|Nancy_Pelosi|2012-12-28|6
Ho_Chi_Minh|2010-10-30|Nancy_Pelosi|2012-12-28|5
Ho_Chi_Minh|2010-10-31|Nancy_Pelosi|2012-12-28|6
Diosdado_Macapagal|2012-10-08|Graham_Greene|2012-12-16|4
Dimitri_Tiomkin|2011-10-07|Amy_Winehouse|2011-10-16|4
Yoko_Ono|2011-09-23|William_Pitt_the_Younger|2012-12-28|4
Ho_Chi_Minh|2010-07-23|George_II_of_Great_Britain|2012-12-23|5
Ho_Chi_Minh|2010-10-30|George_II_of_Great_Britain|2012-12-23|4
Ho_Chi_Minh|2010-10-31|George_II_of_Great_Britain|2012-12-23|5
Bobby_Hull|2012-06-21|Fred_Astaire|2012-12-25|4
Bobby_Hull|2012-06-22|Fred_Astaire|2012-12-25|5
Jawaharlal_Nehru|2011-04-20|Cole_Porter|2012-12-18|6
Rubén_Blades|2010-06-03|Simon_Cowell|2011-10-16|6
Sonia_Gandhi|2010-09-14|Oman|2012-12-27|6
Sonia_Gandhi|2010-09-15|Oman|2012-12-27|3
Chulalongkorn|2010-12-30|Cambodia|2011-10-07|3
Yoko_Ono|2011-09-23|Leon_Trotsky|2012-12-14|6
Yoko_Ono|2011-09-23|Fred_Astaire|2012-12-25|5
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Alfred_Hitchcock|2012-12-04|4
Ehud_Olmert|2012-08-04|Joni_Mitchell|2012-12-19|6
Ehud_Olmert|2012-08-05|Joni_Mitchell|2012-12-19|3
Sammy_Sosa|2010-07-25|Nancy_Pelosi|2012-12-28|4
Sammy_Sosa|2011-10-06|Nancy_Pelosi|2012-12-28|5
Sammy_Sosa|2011-10-07|Nancy_Pelosi|2012-12-28|6
Sammy_Sosa|2012-06-11|Nancy_Pelosi|2012-12-28|5
Garry_Kasparov|2011-10-18|James_Stewart|2012-12-11|4
Eugène_Ionesco|2012-04-07|Irving_Berlin|2012-12-15|3
Jan_Hus|2011-06-22|Romania|2012-10-15|5
Edgar_Prado|2011-12-19|Italy|2012-05-09|6
Edgar_Prado|2011-12-20|Italy|2012-05-09|3
Toru_Takemitsu|2011-10-04|Universal_Studios|2012-11-26|3
Toru_Takemitsu|2011-10-05|Universal_Studios|2012-11-26|4
Genghis_Khan|2011-03-22|Jonathan_Swift|2012-12-09|4
Genghis_Khan|2012-01-04|Jonathan_Swift|2012-12-09|3
Genghis_Khan|2012-01-05|Jonathan_Swift|2012-12-09|4
Shapur_II|2010-10-11|George_Washington|2011-10-16|4
Shapur_II|2010-10-12|George_Washington|2011-10-16|5
Garry_Kasparov|2011-10-18|14th_Dalai_Lama|2012-12-16|5
Jawaharlal_Nehru|2011-04-20|Arthur_Wellesley,_1st_Duke_of_Wellington|2012-12-22|6
Chen_Shui-bian|2012-08-02|Sanath_Jayasuriya|2012-10-24|4
Hassan_II_of_Morocco|2012-05-12|Francis_Ford_Coppola|2012-12-23|6
Hassan_II_of_Morocco|2012-05-13|Francis_Ford_Coppola|2012-12-23|3
Chulalongkorn|2010-12-30|Isabella_I_of_Castile|2012-12-21|3
Edgar_Prado|2011-12-19|John_Quincy_Adams|2012-12-18|5
Edgar_Prado|2011-12-20|John_Quincy_Adams|2012-12-18|6
Joe_Strummer|2011-10-22|Isabella_I_of_Castile|2012-12-21|6
Joe_Strummer|2011-10-23|Isabella_I_of_Castile|2012-12-21|3
Jan_Hus|2011-06-22|United_States|2012-09-16|4
Fernando_González|2011-09-27|George_Washington|2011-10-16|6
Luís_Figo|2010-09-30|Catherine_the_Great|2012-11-22|3
Mark_Edmondson|2012-10-10|Mel_Blanc|2012-12-31|5
Yoko_Ono|2011-09-23|North_Korea|2012-12-08|4
Paul_Capdeville|2010-11-22|United_States|2012-09-16|5
Toru_Takemitsu|2011-10-04|Oman|2012-12-27|6
Toru_Takemitsu|2011-10-05|Oman|2012-12-27|3
Manuel_Noriega|2012-06-02|Sanath_Jayasuriya|2012-10-24|3
Manuel_Noriega|2012-06-03|Sanath_Jayasuriya|2012-10-24|4
Rubén_Blades|2010-06-03|William_Blake|2012-12-15|3
Fernando_González|2011-09-27|Francis_I_of_France|2012-12-14|6
Ivan_Ljubičić|2012-03-21|Turkey|2012-11-22|3
Ivan_Ljubičić|2012-03-22|Turkey|2012-11-22|4
Rory_Gallagher|2010-07-06|Mel_Blanc|2012-12-31|4
Kateryna_Bondarenko|2011-09-18|Katy_Perry|2012-12-23|6
Manuel_Noriega|2012-06-02|Ferdinand_II_of_Aragon|2012-12-29|5
Manuel_Noriega|2012-06-03|Ferdinand_II_of_Aragon|2012-12-29|6
Luís_Figo|2010-09-30|Christopher_Columbus|2012-11-13|6
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Pope_Pius_IX|2012-12-24|4
Kateryna_Bondarenko|2011-09-18|Oman|2012-12-27|6
Rory_Gallagher|2010-07-06|Linda_Ronstadt|2012-12-31|4
Sanath_Jayasuriya|2011-03-26|Lady_Gaga|2012-12-25|4
Sanath_Jayasuriya|2011-03-27|Lady_Gaga|2012-12-25|5
Sanath_Jayasuriya|2012-01-03|Lady_Gaga|2012-12-25|6
Sanath_Jayasuriya|2012-01-04|Lady_Gaga|2012-12-25|3
Yuvan_Shankar_Raja|2010-11-23|Western_Roman_Empire|2011-10-16|3
David_Hockney|2011-06-14|Garry_Kasparov|2012-11-22|3
David_Hockney|2011-06-15|Garry_Kasparov|2012-11-22|4
Francis_I_of_the_Two_Sicilies|2012-10-04|Graham_Greene|2012-12-16|4
Francis_I_of_the_Two_Sicilies|2012-10-05|Graham_Greene|2012-12-16|5
Paul_Capdeville|2010-11-22|Graham_Greene|2012-12-16|4
Garry_Kasparov|2011-10-18|Pope_Pius_IX|2012-12-24|5
Chulalongkorn|2010-12-30|Robert_Louis_Stevenson|2012-12-05|3
Humayun|2011-10-08|Fyodor_Dostoyevsky|2012-09-16|4
Garry_Kasparov|2011-10-18|Dominican_Republic|2012-12-05|6
Diosdado_Macapagal|2012-10-08|Lucille_Ball|2012-12-19|3
Ivan_Ljubičić|2012-03-21|Niccolò_Machiavelli|2012-12-17|4
Ivan_Ljubičić|2012-03-22|Niccolò_Machiavelli|2012-12-17|5
Siad_Barre|2010-06-16|Queen_Elizabeth_The_Queen_Mother|2012-12-18|3
Rubén_Blades|2010-06-03|Elvis_Presley|2012-11-11|5
Ivan_Ljubičić|2012-03-21|Oscar_Hammerstein_II|2012-12-27|6
Ivan_Ljubičić|2012-03-22|Oscar_Hammerstein_II|2012-12-27|3
Garry_Kasparov|2011-10-18|Alfred_Hitchcock|2012-12-04|5
Ehud_Olmert|2012-08-04|Arthur_Wellesley,_1st_Duke_of_Wellington|2012-12-22|5
Ehud_Olmert|2012-08-05|Arthur_Wellesley,_1st_Duke_of_Wellington|2012-12-22|6
Ho_Chi_Minh|2010-07-23|Oscar_Hammerstein_II|2012-12-27|5
Ho_Chi_Minh|2010-10-30|Oscar_Hammerstein_II|2012-12-27|4
Ho_Chi_Minh|2010-10-31|Oscar_Hammerstein_II|2012-12-27|5
Marc_Gicquel|2010-12-02|Michael_Jackson|2012-12-06|4
Marc_Gicquel|2012-07-25|Michael_Jackson|2012-12-06|3
Marc_Gicquel|2012-07-26|Michael_Jackson|2012-12-06|4
Humayun|2011-10-08|Meryl_Streep|2012-12-16|3
Sonia_Gandhi|2010-09-14|Belize|2012-12-21|4
Sonia_Gandhi|2010-09-15|Belize|2012-12-21|5
Khalid_Sheikh_Mohammed|2012-09-15|Brian_Eno|2012-12-30|3
Khalid_Sheikh_Mohammed|2012-09-16|Brian_Eno|2012-12-30|4
Alejandro_Falla|2012-05-03|Solomon|2012-12-25|3
Rory_Gallagher|2010-07-06|Brad_Pitt|2012-12-12|5
Garry_Kasparov|2011-10-18|Josip_Broz_Tito|2012-11-22|5
Toru_Takemitsu|2011-10-04|Shakira|2012-11-26|3
Toru_Takemitsu|2011-10-05|Shakira|2012-11-26|4
Diosdado_Macapagal|2012-10-08|Mauritius|2012-12-22|6
Garry_Kasparov|2011-10-18|John_McCain|2012-12-02|3
Joe_Strummer|2011-10-22|Lady_Gaga|2012-12-25|6
Joe_Strummer|2011-10-23|Lady_Gaga|2012-12-25|3
Dimitri_Tiomkin|2011-10-07|Slovenia|2012-12-05|3
Francis_I_of_the_Two_Sicilies|2012-10-04|Dominican_Republic|2012-12-05|5
Francis_I_of_the_Two_Sicilies|2012-10-05|Dominican_Republic|2012-12-05|6
Edgar_Prado|2011-12-19|Giacomo_Puccini|2012-12-23|6
Edgar_Prado|2011-12-20|Giacomo_Puccini|2012-12-23|3
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Italy|2012-05-09|3
Bobby_Hull|2012-06-21|Romania|2012-10-15|5
Bobby_Hull|2012-06-22|Romania|2012-10-15|6
Khalid_Sheikh_Mohammed|2012-09-15|Abraham_Lincoln|2012-12-05|6
Khalid_Sheikh_Mohammed|2012-09-16|Abraham_Lincoln|2012-12-05|3
Karol_Kučera|2012-02-11|Mel_Blanc|2012-12-31|3
Joe_Strummer|2011-10-22|Burt_Reynolds|2012-12-29|6
Joe_Strummer|2011-10-23|Burt_Reynolds|2012-12-29|3
Rick_Springfield|2012-10-15|Meryl_Streep|2012-12-16|3
Rory_Gallagher|2010-07-06|United_States|2012-09-16|6
Sammy_Sosa|2010-07-25|Joni_Mitchell|2012-12-19|3
Sammy_Sosa|2011-10-06|Joni_Mitchell|2012-12-19|4
Sammy_Sosa|2011-10-07|Joni_Mitchell|2012-12-19|5
Sammy_Sosa|2012-06-11|Joni_Mitchell|2012-12-19|4
Hassan_II_of_Morocco|2012-05-12|Lady_Gaga|2012-12-25|4
Hassan_II_of_Morocco|2012-05-13|Lady_Gaga|2012-12-25|5
Ehud_Olmert|2012-08-04|Irving_Berlin|2012-12-15|6
Ehud_Olmert|2012-08-05|Irving_Berlin|2012-12-15|3
Imelda_Marcos|2012-05-07|Simon_Cowell|2011-10-16|4
Imelda_Marcos|2012-05-08|Simon_Cowell|2011-10-16|5
Imelda_Marcos|2012-05-09|Simon_Cowell|2011-10-16|6
Rubén_Blades|2010-06-03|Leon_Trotsky|2012-12-14|6
Luís_Figo|2010-09-30|Alfred_Hitchcock|2012-12-04|3
Peter_Hain|2011-10-11|Nicolas_Sarkozy|2012-12-13|3
Peter_Hain|2011-10-12|Nicolas_Sarkozy|2012-12-13|4
Joe_Strummer|2011-10-22|Queen_Elizabeth_The_Queen_Mother|2012-12-18|3
Joe_Strummer|2011-10-23|Queen_Elizabeth_The_Queen_Mother|2012-12-18|4
Luís_Figo|2010-09-30|Italy|2012-05-09|6
