personId:ID|country:STRING|tagClass:STRING|minPathDistance:INT|maxPathDistance:INT
2051|Dominican_Republic|Model|3|4
14026|Uruguay|MemberOfParliament|3|4
26759|Oman|SnookerChamp|3|4
43349|Libya|ComicsCharacter|3|4
35432|Laos|CollegeCoach|3|4
19971|Uruguay|Chancellor|3|4
14146|Puerto_Rico|ComicsCharacter|3|4
51039|Laos|Criminal|3|4
19787|Bosnia_and_Herzegovina|MartialArtist|3|4
43349|Uruguay|Band|3|4
45581|Uruguay|Chancellor|3|4
23353|Mongolia|Astronaut|3|4
22039|Nicaragua|Cyclist|3|4
55201|Oman|MemberOfParliament|3|4
32204|Oman|Criminal|3|4
32204|Honduras|CollegeCoach|3|4
14026|Croatia|MartialArtist|3|4
17835|Bolivia|Company|3|4
6230|Slovakia|MartialArtist|3|4
9338|Croatia|Athlete|3|4
55811|Dominican_Republic|CollegeCoach|3|4
9338|Finland|Wrestler|3|4
628|Honduras|MemberOfParliament|3|4
19971|Laos|Band|3|4
9338|Singapore|Band|3|4
17835|Bolivia|Model|3|4
7879|Libya|Chancellor|3|4
8687|Mongolia|ComicsCharacter|3|4
22922|Honduras|Wrestler|3|4
25904|Oman|CollegeCoach|3|4
36308|Uruguay|MartialArtist|3|4
54242|Rwanda|Model|3|4
41496|Laos|SnookerChamp|3|4
16990|Mongolia|Chancellor|3|4
24264|Finland|Model|3|4
44144|Uruguay|MartialArtist|3|4
14026|Puerto_Rico|MemberOfParliament|3|4
51039|Uruguay|Band|3|4
25904|Angola|Cyclist|3|4
10869|Puerto_Rico|Astronaut|3|4
6230|Singapore|SnookerPlayer|3|4
32204|Mongolia|Model|3|4
44144|Singapore|Chancellor|3|4
24264|Finland|ComicsCharacter|3|4
19971|Slovakia|Band|3|4
23353|Finland|CollegeCoach|3|4
46799|Laos|SnookerChamp|3|4
22039|Mongolia|SnookerChamp|3|4
6230|Slovakia|Company|3|4
43349|Latvia|CollegeCoach|3|4
9338|Uruguay|Model|3|4
55811|Bosnia_and_Herzegovina|ComicsCharacter|3|4
2051|Laos|Cyclist|3|4
48214|Laos|Cyclist|3|4
11225|Croatia|Athlete|3|4
29081|Honduras|Criminal|3|4
6230|Angola|MemberOfParliament|3|4
41850|Singapore|CollegeCoach|3|4
43349|Oman|SnookerChamp|3|4
24264|Bulgaria|ComicsCharacter|3|4
51166|Chad|Model|3|4
19527|Nicaragua|Company|3|4
11024|Mongolia|Athlete|3|4
48214|Rwanda|ComicsCharacter|3|4
51166|Chad|CollegeCoach|3|4
55811|Uruguay|SnookerChamp|3|4
19527|Rwanda|ComicsCharacter|3|4
20443|Puerto_Rico|CollegeCoach|3|4
19527|Angola|CollegeCoach|3|4
2051|Bosnia_and_Herzegovina|Wrestler|3|4
8687|Finland|MartialArtist|3|4
41850|Nicaragua|Model|3|4
14146|Honduras|Model|3|4
32204|Bosnia_and_Herzegovina|Cyclist|3|4
35432|Croatia|Chancellor|3|4
19527|Latvia|MemberOfParliament|3|4
43349|Chad|Chancellor|3|4
44144|Dominican_Republic|CollegeCoach|3|4
24264|Bosnia_and_Herzegovina|Athlete|3|4
35432|Angola|Wrestler|3|4
11024|Mongolia|Criminal|3|4
36308|Bosnia_and_Herzegovina|ComicsCharacter|3|4
41850|Uruguay|Criminal|3|4
19787|Finland|SnookerPlayer|3|4
11024|Slovakia|ComicsCharacter|3|4
19971|Croatia|ComicsCharacter|3|4
6230|Laos|ComicsCharacter|3|4
29081|Rwanda|SnookerPlayer|3|4
54242|Latvia|Band|3|4
43209|Angola|SnookerChamp|3|4
1647|Latvia|Chancellor|3|4
24264|Slovakia|Astronaut|3|4
24757|Dominican_Republic|Cyclist|3|4
7879|Croatia|Athlete|3|4
36308|Slovakia|MemberOfParliament|3|4
54242|Croatia|Cyclist|3|4
43209|Chad|Astronaut|3|4
10869|Bolivia|Band|3|4
44144|Libya|SnookerChamp|3|4
17470|Singapore|Criminal|3|4
16990|Latvia|Company|3|4
19971|Latvia|Criminal|3|4
32204|Puerto_Rico|Cyclist|3|4
25904|Croatia|SnookerChamp|3|4
14146|Latvia|Athlete|3|4
628|Nicaragua|Cyclist|3|4
24264|Singapore|Cyclist|3|4
41850|Dominican_Republic|Athlete|3|4
25904|Rwanda|Chancellor|3|4
43615|Libya|Wrestler|3|4
14026|Croatia|Astronaut|3|4
22039|Angola|Model|3|4
22039|Mongolia|Cyclist|3|4
24757|Dominican_Republic|SnookerPlayer|3|4
9338|Nicaragua|CollegeCoach|3|4
54733|Latvia|Chancellor|3|4
41850|Uruguay|ComicsCharacter|3|4
32204|Latvia|Wrestler|3|4
55201|Oman|Cyclist|3|4
41496|Croatia|MartialArtist|3|4
24757|Slovakia|CollegeCoach|3|4
41496|Bolivia|ComicsCharacter|3|4
46657|Bulgaria|ComicsCharacter|3|4
14026|Bolivia|Chancellor|3|4
54242|Bolivia|Criminal|3|4
6230|Bulgaria|MemberOfParliament|3|4
2051|Rwanda|ComicsCharacter|3|4
46799|Latvia|Cyclist|3|4
51166|Bosnia_and_Herzegovina|Chancellor|3|4
22039|Latvia|Chancellor|3|4
55201|Rwanda|ComicsCharacter|3|4
17835|Dominican_Republic|MemberOfParliament|3|4
54733|Slovakia|CollegeCoach|3|4
10869|Bolivia|SnookerChamp|3|4
2051|Libya|Band|3|4
43349|Mongolia|Model|3|4
32204|Uruguay|Criminal|3|4
41850|Puerto_Rico|Athlete|3|4
22922|Honduras|Band|3|4
35432|Singapore|SnookerChamp|3|4
8687|Dominican_Republic|Model|3|4
41496|Finland|ComicsCharacter|3|4
22039|Bolivia|Chancellor|3|4
51806|Chad|MemberOfParliament|3|4
17835|Rwanda|SnookerPlayer|3|4
54242|Singapore|Astronaut|3|4
24757|Honduras|Company|3|4
24757|Honduras|SnookerChamp|3|4
25904|Bolivia|Criminal|3|4
17835|Libya|Astronaut|3|4
10869|Puerto_Rico|MemberOfParliament|3|4
14146|Bosnia_and_Herzegovina|MemberOfParliament|3|4
43615|Nicaragua|Athlete|3|4
10869|Nicaragua|Model|3|4
51806|Libya|Athlete|3|4
25904|Bulgaria|Wrestler|3|4
41496|Angola|Cyclist|3|4
51806|Puerto_Rico|MartialArtist|3|4
35432|Uruguay|MemberOfParliament|3|4
48214|Angola|CollegeCoach|3|4
22039|Chad|Band|3|4
6230|Uruguay|CollegeCoach|3|4
2051|Slovakia|SnookerChamp|3|4
51806|Slovakia|ComicsCharacter|3|4
19527|Singapore|ComicsCharacter|3|4
17470|Chad|Cyclist|3|4
19787|Singapore|Astronaut|3|4
43349|Croatia|Model|3|4
16643|Angola|MemberOfParliament|3|4
19971|Uruguay|Astronaut|3|4
11024|Honduras|CollegeCoach|3|4
20443|Nicaragua|CollegeCoach|3|4
17835|Croatia|Athlete|3|4
14146|Finland|Astronaut|3|4
17470|Finland|SnookerPlayer|3|4
33115|Singapore|Astronaut|3|4
11024|Puerto_Rico|Model|3|4
628|Nicaragua|Company|3|4
44144|Finland|CollegeCoach|3|4
9338|Honduras|MartialArtist|3|4
25904|Dominican_Republic|ComicsCharacter|3|4
1647|Oman|Model|3|4
46657|Laos|MemberOfParliament|3|4
41850|Angola|SnookerChamp|3|4
19971|Chad|Cyclist|3|4
51039|Mongolia|SnookerPlayer|3|4
14026|Finland|SnookerChamp|3|4
46657|Mongolia|Astronaut|3|4
8687|Slovakia|Athlete|3|4
46799|Croatia|CollegeCoach|3|4
46799|Finland|Company|3|4
14026|Slovakia|Model|3|4
11225|Bosnia_and_Herzegovina|Band|3|4
24264|Nicaragua|Band|3|4
14026|Rwanda|Company|3|4
29081|Bolivia|SnookerChamp|3|4
35432|Rwanda|Band|3|4
33115|Puerto_Rico|Band|3|4
16643|Slovakia|Astronaut|3|4
33115|Libya|Model|3|4
43349|Libya|MartialArtist|3|4
11024|Uruguay|Cyclist|3|4
43209|Mongolia|Chancellor|3|4
14146|Bulgaria|SnookerChamp|3|4
9338|Bosnia_and_Herzegovina|CollegeCoach|3|4
17470|Mongolia|MemberOfParliament|3|4
25904|Singapore|Astronaut|3|4
29081|Nicaragua|Chancellor|3|4
10869|Rwanda|MartialArtist|3|4
16643|Honduras|SnookerPlayer|3|4
20443|Croatia|Wrestler|3|4
48214|Bosnia_and_Herzegovina|Chancellor|3|4
2051|Latvia|SnookerChamp|3|4
51039|Dominican_Republic|MartialArtist|3|4
51806|Uruguay|Band|3|4
32204|Libya|Band|3|4
9338|Angola|Chancellor|3|4
32204|Nicaragua|Criminal|3|4
1647|Dominican_Republic|Athlete|3|4
22922|Rwanda|Model|3|4
32204|Oman|Wrestler|3|4
46657|Puerto_Rico|CollegeCoach|3|4
55201|Chad|SnookerChamp|3|4
9338|Libya|Cyclist|3|4
41496|Bolivia|Model|3|4
54733|Singapore|MartialArtist|3|4
17470|Slovakia|CollegeCoach|3|4
17470|Bulgaria|Company|3|4
22039|Bolivia|SnookerPlayer|3|4
9338|Latvia|Band|3|4
46657|Libya|CollegeCoach|3|4
44144|Chad|Band|3|4
41850|Angola|Athlete|3|4
19971|Angola|SnookerChamp|3|4
46657|Croatia|ComicsCharacter|3|4
46799|Bolivia|MartialArtist|3|4
7879|Nicaragua|CollegeCoach|3|4
1647|Finland|MemberOfParliament|3|4
14146|Chad|Astronaut|3|4
41850|Bolivia|Astronaut|3|4
24264|Rwanda|Criminal|3|4
379|Rwanda|SnookerPlayer|3|4
17470|Rwanda|Wrestler|3|4
55201|Uruguay|Astronaut|3|4
55201|Chad|Wrestler|3|4
25904|Mongolia|Wrestler|3|4
46657|Bulgaria|Chancellor|3|4
19971|Finland|ComicsCharacter|3|4
45581|Uruguay|SnookerPlayer|3|4
43209|Uruguay|Wrestler|3|4
19787|Rwanda|SnookerPlayer|3|4
29081|Finland|Cyclist|3|4
9338|Latvia|Astronaut|3|4
48214|Croatia|CollegeCoach|3|4
22922|Honduras|ComicsCharacter|3|4
17835|Bosnia_and_Herzegovina|Model|3|4
2051|Slovakia|Wrestler|3|4
33115|Libya|SnookerPlayer|3|4
7879|Chad|SnookerPlayer|3|4
51806|Oman|MemberOfParliament|3|4
45581|Chad|MartialArtist|3|4
379|Oman|Cyclist|3|4
29081|Chad|SnookerChamp|3|4
46657|Latvia|Chancellor|3|4
2051|Finland|Company|3|4
19971|Dominican_Republic|Criminal|3|4
11024|Nicaragua|MartialArtist|3|4
22039|Bolivia|MemberOfParliament|3|4
9338|Dominican_Republic|Astronaut|3|4
41850|Laos|ComicsCharacter|3|4
22039|Oman|Band|3|4
9338|Nicaragua|Chancellor|3|4
41496|Mongolia|MartialArtist|3|4
628|Finland|Astronaut|3|4
41850|Laos|Model|3|4
9338|Oman|Company|3|4
11225|Latvia|MartialArtist|3|4
6230|Honduras|MemberOfParliament|3|4
22922|Libya|MartialArtist|3|4
51166|Bolivia|Company|3|4
51166|Laos|MartialArtist|3|4
11024|Oman|SnookerChamp|3|4
51039|Bosnia_and_Herzegovina|Model|3|4
17470|Chad|Criminal|3|4
54733|Bosnia_and_Herzegovina|Chancellor|3|4
19527|Rwanda|SnookerChamp|3|4
16643|Uruguay|Astronaut|3|4
51166|Rwanda|CollegeCoach|3|4
43615|Honduras|Company|3|4
9338|Latvia|ComicsCharacter|3|4
1647|Finland|CollegeCoach|3|4
32204|Chad|Cyclist|3|4
10869|Honduras|Model|3|4
32204|Mongolia|Company|3|4
379|Puerto_Rico|Company|3|4
17470|Uruguay|Chancellor|3|4
22039|Bolivia|Criminal|3|4
46657|Bolivia|SnookerChamp|3|4
6230|Finland|CollegeCoach|3|4
14146|Croatia|Cyclist|3|4
22039|Bosnia_and_Herzegovina|Athlete|3|4
19787|Finland|Wrestler|3|4
23353|Angola|Cyclist|3|4
8687|Croatia|Cyclist|3|4
22039|Nicaragua|Astronaut|3|4
51039|Croatia|SnookerChamp|3|4
6230|Laos|Chancellor|3|4
24264|Angola|ComicsCharacter|3|4
628|Bolivia|Astronaut|3|4
43615|Slovakia|SnookerChamp|3|4
55811|Rwanda|MartialArtist|3|4
11225|Honduras|Band|3|4
22039|Nicaragua|MemberOfParliament|3|4
17470|Libya|Company|3|4
7879|Angola|SnookerPlayer|3|4
35432|Libya|Athlete|3|4
44144|Croatia|Band|3|4
11024|Singapore|SnookerChamp|3|4
8687|Mongolia|Cyclist|3|4
14026|Puerto_Rico|Athlete|3|4
54242|Chad|Band|3|4
