tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
...From_the_Hungry_i|2011-07-07|The_Melancholy_E.P.|2012-07-24|5
Paper_Roses|2010-12-17|The_Best_of_David_Bowie_1969/1974|2010-09-29|6
Michael_Doohan|2011-11-13|New_Irish_Hymns|2011-06-01|4
God_in_Me|2011-02-18|Skin_and_Bones|2010-07-24|5
Meaty_Beaty_Big_and_Bouncy|2011-02-23|El_Regreso_De_Los_Reyes|2011-12-03|6
Ramble_On|2010-04-17|Rani_Mukerji|2012-09-20|6
You_Still_Believe_in_Me|2010-10-21|Push_Barman_to_Open_Old_Wounds|2010-09-16|4
Alone_Again_Or|2012-03-24|Moving_Violation|2010-11-13|4
California_Girls|2010-10-20|Justin_Bieber|2011-06-11|6
Blue_Bayou|2010-10-02|Back_in_the_U.S.|2010-07-01|4
1962–1966|2010-12-19|Going_to_a_Go-Go|2010-11-19|3
God_in_Me|2011-02-18|Right_on_the_Money|2011-11-25|5
Amrish_Puri|2012-12-16|Justin_Bieber|2011-06-11|4
MantaRay|2010-07-24|Darfur|2010-04-22|4
Right_on_the_Money|2012-05-31|Voices_in_the_Wilderness|2011-05-09|4
List_of_Pokémon_theme_songs|2012-05-28|Cosmic_Egg|2010-04-06|4
The_Lonely_Goatherd|2010-11-16|Beyond_My_Control|2011-09-17|3
Amrish_Puri|2012-12-16|Relationship_of_Command|2010-11-19|5
Brand_New_Cadillac|2010-06-30|Glee:_The_Music,_Volume_6|2010-12-09|3
Greatest_Hits_1974–78|2011-03-12|Been_There,_Done_That|2011-02-20|5
Brand_New_Cadillac|2010-06-30|Gin_and_Juice|2010-09-08|3
The_Division_Bell|2010-08-24|Head_Like_a_Hole|2010-10-08|4
Version_2.0|2011-01-02|Radio_Disney_Jams_series|2011-06-21|5
Apagorevmeno|2011-05-28|Hot_Fuss|2010-10-18|6
Broken_Heels|2011-02-07|The_Best_of_David_Bowie_1969/1974|2010-09-29|5
A–Z_Series|2012-02-26|Save_Your_Kisses_for_Me|2010-08-04|4
Islands_in_the_Stream|2010-09-24|Gin_and_Juice|2010-09-08|5
Meaty_Beaty_Big_and_Bouncy|2011-02-23|Run_Through_the_Jungle|2010-10-27|5
Shankar_Mahadevan|2012-08-05|Paul_Keating|2010-10-15|5
The_Best_of_David_Bowie_1969/1974|2011-07-07|Radio_Disney_Jams_series|2011-06-21|3
World_of_Our_Own|2010-12-16|No_Way_to_Say|2011-11-07|4
Live_at_Drury_Lane|2011-06-02|Aga_Khan_IV|2010-09-02|5
Fresh_Fruit_for_Rotting_Vegetables|2011-01-24|Take_Me_Home_Tonight|2010-09-17|3
Felix_Frankfurter|2012-07-11|Fun,_Fun,_Fun|2010-08-05|5
Movement_in_Still_Life|2011-09-25|French_Union|2010-06-19|5
Alone_Again_Or|2012-03-24|Broken_Heels|2010-12-12|5
Raymond_van_Barneveld|2012-02-14|Gold_Cobra|2011-04-04|6
Raydiation|2011-04-29|Cosmic_Egg|2010-04-06|6
Justin_Bieber|2012-03-13|Gold_Cobra|2011-04-04|6
Enamorada|2011-02-08|Beatles_for_Sale|2010-07-10|5
There_Goes_My_Life|2011-10-26|Brand_New_Cadillac|2010-10-21|4
Going_to_a_Go-Go|2010-07-24|Pieces_of_You|2010-07-01|6
Fixing_a_Hole|2010-11-20|Save_Your_Kisses_for_Me|2010-08-04|3
Movement_in_Still_Life|2011-09-25|Hot_Fuss|2010-10-18|6
Year_of_the_Gentleman|2010-12-20|Early_Winter|2011-03-14|6
The_Divine_Miss_M|2010-10-27|The_Best_of_David_Bowie_1969/1974|2010-09-29|3
Raymond_van_Barneveld|2012-02-14|Old_Time_Rock_and_Roll|2010-08-21|5
Guess_Things_Happen_That_Way|2011-01-16|Justin_Bieber|2011-06-11|5
Going_to_a_Go-Go|2010-07-24|Early_Winter|2011-03-14|5
Something_in_Common|2011-07-05|Darfur|2010-04-22|5
Raydiation|2011-04-29|J.E._Heartbreak|2010-01-30|4
Under_a_Violet_Moon|2012-04-01|Gustav_I_of_Sweden|2011-02-23|5
Islands_in_the_Stream|2010-09-24|Raymond_van_Barneveld|2011-05-25|3
On_the_Corner|2011-02-23|...From_the_Hungry_i|2011-02-23|3
Welcome_to_the_Black_Parade|2010-12-28|Hot_Sauce_Committee_Part_Two|2011-01-01|6
Amrish_Puri|2012-12-16|Penélope_Cruz|2011-10-10|5
All_Nightmare_Long|2011-03-09|Radio_Disney_Jams_series|2011-06-21|3
No_Way_to_Say|2011-10-15|Head_Like_a_Hole|2010-10-08|4
1962–1966|2010-12-19|Felix_Frankfurter|2011-08-22|6
Under_a_Violet_Moon|2012-04-01|Stay_Too_Long|2010-12-31|4
Something_to_Remember|2010-05-24|You_Took_the_Words_Right_Out_of_My_Mouth|2010-01-31|6
The_Heroin_Diaries_Soundtrack|2011-08-16|Suedehead|2010-09-18|4
...From_the_Hungry_i|2011-07-07|Brand_New_Cadillac|2010-10-21|5
Barbra_Streisand|2010-02-16|Skin_and_Bones|2010-07-24|3
The_Heroin_Diaries_Soundtrack|2011-08-16|Ramakrishna|2012-04-17|3
The_Best_of_David_Bowie_1969/1974|2011-07-07|Rani_Mukerji|2012-09-20|3
J.E._Heartbreak|2011-05-06|Stay_Too_Long|2010-12-31|6
You_Still_Believe_in_Me|2010-10-21|Preflyte|2010-11-14|3
Going_to_a_Go-Go|2010-07-24|Empire_State_Human|2010-07-06|3
Enamorada|2011-02-08|Linda_Ronstadt|2010-02-19|4
The_Lonely_Bull|2011-02-06|French_Union|2010-06-19|6
Justin_Bieber|2012-03-13|Right_on_the_Money|2011-11-25|5
On_the_Corner|2011-02-23|Paul_Keating|2010-10-15|5
On_the_Corner|2011-02-23|Relationship_of_Command|2010-11-19|4
Something_to_Remember|2010-05-24|El_Regreso_De_Los_Reyes|2011-12-03|4
Fixing_a_Hole|2010-11-20|List_of_Pokémon_theme_songs|2011-11-04|3
Odds_&_Sods|2011-03-07|...From_the_Hungry_i|2011-02-23|3
The_Division_Bell|2010-08-24|Voices_in_the_Wilderness|2011-05-09|4
U_Gotta_Feel_Me|2011-05-27|Fun,_Fun,_Fun|2010-08-05|3
New_Irish_Hymns|2011-12-09|Gustav_I_of_Sweden|2011-02-23|4
Meet_Me_in_Margaritaville:_The_Ultimate_Collection|2011-05-20|Right_on_the_Money|2011-11-25|4
Under_a_Violet_Moon|2012-04-01|Italo_Calvino|2010-06-02|4
Something_in_Common|2011-07-05|Blue_Bayou|2010-08-07|4
Dancing_Undercover|2011-04-22|Aga_Khan_IV|2010-09-02|4
God_in_Me|2011-02-18|Imperial_Bedroom|2010-10-16|5
Meet_Me_in_Margaritaville:_The_Ultimate_Collection|2011-05-20|You_Took_the_Words_Right_Out_of_My_Mouth|2010-01-31|6
Save_Your_Kisses_for_Me|2010-10-24|The_Pretty_Toney_Album|2011-01-06|6
Seventh_Star|2011-06-10|Michael_Doohan|2011-04-05|3
The_Singles_1992–2003|2011-03-02|Dancing_Undercover|2011-01-02|6
Justin_Bieber|2012-03-13|Take_Me_Home_Tonight|2010-09-17|4
After_the_Heat|2011-07-23|Bob_Geldof|2010-08-23|6
Dare_Iz_a_Darkside|2012-02-15|Something_in_Common|2011-02-09|5
Apagorevmeno|2011-05-28|Melody_A.M.|2010-12-14|3
The_Pretty_Toney_Album|2011-08-25|After_the_Heat|2010-02-24|3
Something_to_Remember|2010-05-24|The_Heroin_Diaries_Soundtrack|2011-03-20|6
Little_Lion_Man|2011-02-11|In_My_House|2010-11-16|5
Saxe-Lauenburg|2010-10-18|Stay_Too_Long|2010-12-31|3
After_the_Heat|2011-07-23|...From_the_Hungry_i|2011-02-23|5
The_Division_Bell|2010-08-24|Assumption_of_Mary|2010-02-20|6
Steel_Wheels|2010-12-26|Ralph_Bakshi|2010-05-11|6
Dance_with_My_Father|2010-11-26|Anytime_You_Need_a_Friend|2010-08-17|6
Change_Clothes|2011-07-13|Going_to_a_Go-Go|2010-11-19|4
Share_My_World|2010-04-25|Hot_Sauce_Committee_Part_Two|2011-01-01|3
Islands_in_the_Stream|2010-09-24|I_Am_Kurious_Oranj|2010-03-13|6
Save_the_Best_for_Last|2010-11-17|The_Heroin_Diaries_Soundtrack|2011-03-20|3
Version_2.0|2011-01-02|French_Union|2010-06-19|3
Apagorevmeno|2011-05-28|Imperial_Bedroom|2010-10-16|4
Raymond_van_Barneveld|2012-02-14|Transatlanticism|2010-10-08|5
God_in_Me|2011-02-18|Jeff_Kennett|2011-03-21|4
Little_Lion_Man|2011-02-11|Koda_Kumi|2010-12-10|5
Amrish_Puri|2012-12-16|Head_Like_a_Hole|2010-10-08|3
Islands_in_the_Stream|2010-09-24|Suedehead|2010-09-18|3
The_Pretty_Toney_Album|2011-08-25|Not_Dark_Yet|2010-06-02|5
Something_to_Remember|2010-05-24|Linda_Ronstadt|2010-02-19|5
Arma-Goddamn-Motherfuckin-Geddon|2011-08-18|Zoot_Allures|2010-08-25|6
Playing_the_Angel|2011-02-22|Cosmic_Egg|2010-04-06|4
Richard_Fromberg|2011-11-25|Stay_Too_Long|2010-12-31|5
Ramble_On|2010-04-17|New_Irish_Hymns|2011-06-01|6
Going_to_a_Go-Go|2010-07-24|Head_Like_a_Hole|2010-10-08|5
A–Z_Series|2012-02-26|Radio_Disney_Jams_series|2011-06-21|4
Down_in_It|2012-04-13|Zoot_Allures|2010-08-25|4
Blue_Bayou|2010-10-02|Steel_Wheels|2010-01-31|5
J.E._Heartbreak|2011-05-06|Skin_and_Bones|2010-07-24|6
My_Baby_Left_Me|2011-09-13|Steel_Wheels|2010-01-31|6
Movement_in_Still_Life|2011-09-25|Zoot_Allures|2010-08-25|4
Save_Your_Kisses_for_Me|2010-10-24|Justin_Bieber|2011-06-11|6
Down_in_It|2012-04-13|The_Archives_Vol._1_1963–1972|2010-11-04|3
Justin_Bieber|2012-03-13|The_Pretty_Toney_Album|2011-01-06|6
The_Melancholy_E.P.|2012-08-04|The_Thin_Ice|2010-07-26|3
Year_of_the_Gentleman|2010-12-20|Stay_Too_Long|2010-12-31|6
On_the_Corner|2011-02-23|Cosmic_Egg|2010-04-06|5
Koda_Kumi|2011-05-28|Rani_Mukerji|2012-09-20|3
Back_for_the_Attack|2011-07-22|Preflyte|2010-11-14|4
Welcome_to_the_Black_Parade|2010-12-28|Stay_Too_Long|2010-12-31|6
Welcome_to_My_Hood|2011-07-06|If_You_Love_Somebody_Set_Them_Free|2010-10-19|6
Sans_logique|2012-04-16|Back_in_the_U.S.|2010-07-01|4
When_the_Pawn…|2011-04-09|Felix_Frankfurter|2011-08-22|4
The_Melancholy_E.P.|2012-08-04|List_of_Pokémon_theme_songs|2011-11-04|4
The_Melancholy_E.P.|2012-08-04|Darfur|2010-04-22|4
Greatest_Hits_1974–78|2011-03-12|Going_to_a_Go-Go|2010-11-19|5
Year_of_the_Gentleman|2010-12-20|Raymond_van_Barneveld|2011-05-25|6
Live_at_Drury_Lane|2011-06-02|If_You_Love_Somebody_Set_Them_Free|2010-10-19|4
Sans_logique|2012-04-16|The_Melancholy_E.P.|2012-07-24|4
Live_at_Drury_Lane|2011-06-02|The_Heroin_Diaries_Soundtrack|2011-03-20|3
No_Way_to_Say|2011-10-15|East_Germany|2010-02-01|3
The_Lonely_Bull|2011-02-06|Anytime_You_Need_a_Friend|2010-08-17|5
Barbra_Streisand|2010-02-16|Paul_Keating|2010-10-15|6
Vijayanagara_Empire|2010-07-13|Rosenrot|2010-01-30|3
U_Gotta_Feel_Me|2011-05-27|The_Melancholy_E.P.|2012-07-24|4
Sans_logique|2012-04-16|Felix_Frankfurter|2011-08-22|4
Live_at_Drury_Lane|2011-06-02|Not_Dark_Yet|2010-06-02|5
Kill_to_Get_Crimson|2011-02-10|Anytime_You_Need_a_Friend|2010-08-17|5
New_Irish_Hymns|2011-12-09|No_Way_to_Say|2011-11-07|5
Barbra_Streisand|2010-02-16|Felix_Frankfurter|2011-08-22|4
Share_My_World|2010-04-25|Aga_Khan_IV|2010-09-02|3
List_of_Pokémon_theme_songs|2012-05-28|Northern_Lights_–_Southern_Cross|2011-01-10|6
Welcome_to_My_Hood|2011-07-06|Gin_and_Juice|2010-09-08|5
Saxe-Lauenburg|2010-10-18|Dancing_Undercover|2011-01-02|4
Seventh_Star|2011-06-10|Been_There,_Done_That|2011-02-20|3
The_Heroin_Diaries_Soundtrack|2011-08-16|Steel_Wheels|2010-01-31|6
God_in_Me|2011-02-18|Apagorevmeno|2011-02-28|3
Felix_Frankfurter|2012-07-11|Going_to_a_Go-Go|2010-11-19|3
My_Baby_Left_Me|2011-09-13|Gin_and_Juice|2010-09-08|6
Anytime_You_Need_a_Friend|2011-03-02|Linda_Ronstadt|2010-02-19|6
Guess_Things_Happen_That_Way|2011-01-16|Save_Your_Kisses_for_Me|2010-08-04|3
The_Pretty_Toney_Album|2011-08-25|French_Union|2010-06-19|6
Kill_to_Get_Crimson|2011-02-10|Fun,_Fun,_Fun|2010-08-05|5
Apagorevmeno|2011-05-28|Fun,_Fun,_Fun|2010-08-05|4
Save_Your_Kisses_for_Me|2010-10-24|Glee:_The_Music,_Volume_6|2010-12-09|3
There_Goes_My_Life|2011-10-26|East_Germany|2010-02-01|6
Anytime_You_Need_a_Friend|2011-03-02|Blue_Bayou|2010-08-07|3
Raymond_van_Barneveld|2012-02-14|In_My_House|2010-11-16|4
California_Girls|2010-10-20|Melody_A.M.|2010-12-14|4
The_Clones_of_Dr._Funkenstein|2011-05-12|If_You_Love_Somebody_Set_Them_Free|2010-10-19|3
God_in_Me|2011-02-18|Paul_Keating|2010-10-15|4
World_of_Our_Own|2010-12-16|Mr._Writer|2011-02-12|4
Paper_Roses|2010-12-17|Relationship_of_Command|2010-11-19|5
Greatest_Hits_1974–78|2011-03-12|Hot_Fuss|2010-10-18|5
My_Baby_Left_Me|2011-09-13|Imperial_Bedroom|2010-10-16|4
Welcome_to_My_Hood|2011-07-06|Save_Your_Kisses_for_Me|2010-08-04|6
Saxe-Lauenburg|2010-10-18|Relationship_of_Command|2010-11-19|5
Playing_the_Angel|2011-02-22|Apagorevmeno|2011-02-28|3
Guess_Things_Happen_That_Way|2011-01-16|El_Regreso_De_Los_Reyes|2011-12-03|4
Tiptoe_Through_the_Tulips|2010-11-06|Broken_Heels|2010-12-12|3
Double_Nickels_on_the_Dime|2011-01-01|Hot_Sauce_Committee_Part_Two|2011-01-01|5
Broken_Heels|2011-02-07|J.E._Heartbreak|2010-01-30|3
Odds_&_Sods|2011-03-07|Skin_and_Bones|2010-07-24|6
Save_Your_Kisses_for_Me|2010-10-24|Melody_A.M.|2010-12-14|4
Objects_in_the_Rear_View_Mirror_May_Appear_Closer_than_They_Are|2010-10-23|Going_to_a_Go-Go|2010-11-19|6
Ramble_On|2010-04-17|No_Way_to_Say|2011-11-07|5
Save_the_Best_for_Last|2010-11-17|Little_Lion_Man|2010-07-09|6
God_in_Me|2011-02-18|Justin_Bieber|2011-06-11|6
Little_Lion_Man|2011-02-11|The_Archives_Vol._1_1963–1972|2010-11-04|5
Objects_in_the_Rear_View_Mirror_May_Appear_Closer_than_They_Are|2010-10-23|Slovenia|2010-04-01|6
Felix_Frankfurter|2012-07-11|Head_Like_a_Hole|2010-10-08|5
Hot_Fuss|2011-01-11|No_Way_to_Say|2011-11-07|5
List_of_Pokémon_theme_songs|2012-05-28|Italo_Calvino|2010-06-02|5
The_Lonely_Bull|2011-02-06|Transatlanticism|2010-10-08|5
Meet_Me_in_Margaritaville:_The_Ultimate_Collection|2011-05-20|Brokeback_Mountain:_Original_Motion_Picture_Soundtrack|2010-10-25|5
Shankar_Mahadevan|2012-08-05|The_Best_of_David_Bowie_1969/1974|2010-09-29|5
Steel_Wheels|2010-12-26|Old_Time_Rock_and_Roll|2010-08-21|4
Michael_Doohan|2011-11-13|Brand_New_Cadillac|2010-10-21|6
Raymond_van_Barneveld|2012-02-14|Stay_Too_Long|2010-12-31|5
Save_Your_Kisses_for_Me|2010-10-24|Take_Me_Home_Tonight|2010-09-17|4
Alone_Again_Or|2012-03-24|Gustav_I_of_Sweden|2011-02-23|5
Alone_Again_Or|2012-03-24|French_Union|2010-06-19|5
Dare_Iz_a_Darkside|2012-02-15|From_Yesterday|2010-12-16|3
Anytime_You_Need_a_Friend|2011-03-02|Relationship_of_Command|2010-11-19|3
Change_Clothes|2011-07-13|Felix_Frankfurter|2011-08-22|3
Apagorevmeno|2011-05-28|Radio_Disney_Jams_series|2011-06-21|3
No_Way_to_Say|2011-10-15|Brand_New_Cadillac|2010-10-21|5
Kill_to_Get_Crimson|2011-02-10|Going_to_a_Go-Go|2010-11-19|3
Under_a_Violet_Moon|2012-04-01|Been_There,_Done_That|2011-02-20|6
After_the_Heat|2011-07-23|Rosenrot|2010-01-30|5
The_Divine_Miss_M|2010-10-27|Fun,_Fun,_Fun|2010-08-05|4
No_Way_to_Say|2011-10-15|Early_Winter|2011-03-14|4
Greatest_Hits_1974–78|2011-03-12|East_Germany|2010-02-01|6
I_Wanna_Love_You_Forever|2011-01-30|List_of_Pokémon_theme_songs|2011-11-04|5
Saxe-Lauenburg|2010-10-18|Arthur_Koestler|2010-10-01|4
A–Z_Series|2012-02-26|Relationship_of_Command|2010-11-19|3
Steel_Wheels|2010-12-26|Republic_of_New_Granada|2010-07-02|6
The_Melancholy_E.P.|2012-08-04|Imperial_Bedroom|2010-10-16|5
My_Baby_Left_Me|2011-09-13|...From_the_Hungry_i|2011-02-23|5
Ramble_On|2010-04-17|Penélope_Cruz|2011-10-10|5
All_Nightmare_Long|2011-03-09|Italo_Calvino|2010-06-02|4
When_the_Pawn…|2011-04-09|Push_Barman_to_Open_Old_Wounds|2010-09-16|5
Skin_and_Bones|2011-08-27|Rosenrot|2010-01-30|4
Back_for_the_Attack|2011-07-22|Justin_Bieber|2011-06-11|4
1962–1966|2010-12-19|Hot_Fuss|2010-10-18|3
Version_2.0|2011-01-02|Pieces_of_a_Man|2010-12-04|3
1962–1966|2010-12-19|Gin_and_Juice|2010-09-08|3
J.E._Heartbreak|2011-05-06|Blue_Bayou|2010-08-07|4
The_Singles_1992–2003|2011-03-02|Koda_Kumi|2010-12-10|4
World_of_Our_Own|2010-12-16|Gin_and_Juice|2010-09-08|4
Fresh_Fruit_for_Rotting_Vegetables|2011-01-24|East_Germany|2010-02-01|3
Dance_with_My_Father|2010-11-26|Head_Like_a_Hole|2010-10-08|6
All_Nightmare_Long|2011-03-09|The_Melancholy_E.P.|2012-07-24|5
Down_in_It|2012-04-13|Transatlanticism|2010-10-08|4
Raydiation|2011-04-29|From_Yesterday|2010-12-16|4
Meet_Me_in_Margaritaville:_The_Ultimate_Collection|2011-05-20|If_You_Love_Somebody_Set_Them_Free|2010-10-19|3
You_Still_Believe_in_Me|2010-10-21|The_Pretty_Toney_Album|2011-01-06|3
Save_Your_Kisses_for_Me|2010-10-24|Head_Like_a_Hole|2010-10-08|5
The_Clones_of_Dr._Funkenstein|2011-05-12|Gold_Cobra|2011-04-04|5
Raymond_van_Barneveld|2012-02-14|Under_a_Violet_Moon|2011-09-30|5
California_Girls|2010-10-20|Back_in_the_U.S.|2010-07-01|6
All_Nightmare_Long|2011-03-09|Blue_Bayou|2010-08-07|6
Meaty_Beaty_Big_and_Bouncy|2011-02-23|Relationship_of_Command|2010-11-19|4
Movement_in_Still_Life|2011-09-25|Bob_Geldof|2010-08-23|6
Something_in_Common|2011-07-05|I_Am_Kurious_Oranj|2010-03-13|5
Something_to_Remember|2010-05-24|Stay_Too_Long|2010-12-31|4
Ramble_On|2010-04-17|Beatles_for_Sale|2010-07-10|5
MantaRay|2010-07-24|Richard_X_Presents_His_X-Factor_Vol._1|2011-07-18|3
The_Division_Bell|2010-08-24|Bob_Geldof|2010-08-23|6
Right_on_the_Money|2012-05-31|El_Regreso_De_Los_Reyes|2011-12-03|4
U_Gotta_Feel_Me|2011-05-27|Gold_Cobra|2011-04-04|4
When_the_Pawn…|2011-04-09|Gold_Cobra|2011-04-04|4
The_Singles_1992–2003|2011-03-02|Old_Time_Rock_and_Roll|2010-08-21|5
Odds_&_Sods|2011-03-07|Preflyte|2010-11-14|3
J.E._Heartbreak|2011-05-06|No_Way_to_Say|2011-11-07|4
Barbra_Streisand|2010-02-16|WOW_Hits_2008|2010-04-06|6
World_of_Our_Own|2010-12-16|The_Heroin_Diaries_Soundtrack|2011-03-20|4
Broken_Heels|2011-02-07|Jeff_Kennett|2011-03-21|5
Michael_Doohan|2011-11-13|Penélope_Cruz|2011-10-10|3
California_Girls|2010-10-20|Paul_Keating|2010-10-15|4
Seventh_Star|2011-06-10|...From_the_Hungry_i|2011-02-23|6
My_Baby_Left_Me|2011-09-13|Brokeback_Mountain:_Original_Motion_Picture_Soundtrack|2010-10-25|5
World_of_Our_Own|2010-12-16|Anytime_You_Need_a_Friend|2010-08-17|6
Meaty_Beaty_Big_and_Bouncy|2011-02-23|Going_to_a_Go-Go|2010-11-19|4
The_Singles_1992–2003|2011-03-02|Skin_and_Bones|2010-07-24|5
...From_the_Hungry_i|2011-07-07|Under_a_Violet_Moon|2011-09-30|4
Imperial_Bedroom|2010-10-06|J.E._Heartbreak|2010-01-30|4
A–Z_Series|2012-02-26|Brokeback_Mountain:_Original_Motion_Picture_Soundtrack|2010-10-25|6
Sans_logique|2012-04-16|Pieces_of_a_Man|2010-12-04|4
Save_Your_Kisses_for_Me|2010-10-24|Raymond_van_Barneveld|2011-05-25|5
Kill_to_Get_Crimson|2011-02-10|Sikh_Empire|2010-07-04|5
The_Lonely_Bull|2011-02-06|Darfur|2010-04-22|4
Blue_Bayou|2010-10-02|Hot_Sauce_Committee_Part_Two|2011-01-01|3
Shankar_Mahadevan|2012-08-05|Skin_and_Bones|2010-07-24|6
The_Singles_1992–2003|2011-03-02|I_Am_Kurious_Oranj|2010-03-13|4
...From_the_Hungry_i|2011-07-07|Koda_Kumi|2010-12-10|3
After_the_Heat|2011-07-23|Old_Time_Rock_and_Roll|2010-08-21|4
Islands_in_the_Stream|2010-09-24|Moving_Violation|2010-11-13|3
Kill_to_Get_Crimson|2011-02-10|Broken_Heels|2010-12-12|6
Amrish_Puri|2012-12-16|Dancing_Undercover|2011-01-02|4
Dance_with_My_Father|2010-11-26|After_the_Heat|2010-02-24|4
Islands_in_the_Stream|2010-09-24|List_of_Pokémon_theme_songs|2011-11-04|6
The_Lonely_Bull|2011-02-06|Locked_Out|2011-05-17|5
Sans_logique|2012-04-16|Welcome_to_the_Black_Parade|2010-09-27|4
Tiptoe_Through_the_Tulips|2010-11-06|Right_on_the_Money|2011-11-25|6
Double_Nickels_on_the_Dime|2011-01-01|Save_Your_Kisses_for_Me|2010-08-04|4
Javier_Frana|2011-05-23|Empire_State_Human|2010-07-06|5
The_Division_Bell|2010-08-24|Back_in_the_U.S.|2010-07-01|5
David_Škoch|2012-02-27|Mr._Writer|2011-02-12|4
Greatest_Hits_1974–78|2011-03-12|Old_Time_Rock_and_Roll|2010-08-21|3
All_Nightmare_Long|2011-03-09|Sikh_Empire|2010-07-04|4
