tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Paul_Capdeville|2010-11-22|Lorenz_Hart|2012-10-08|3
Paula_Abdul|2010-05-27|Mahmud_of_Ghazni|2012-08-11|6
Yoko_Ono|2011-09-23|John_the_Baptist|2012-11-22|4
Bobby_Hull|2012-06-21|Ferdinand_II_of_Aragon|2011-10-07|4
Bobby_Hull|2012-06-22|Ferdinand_II_of_Aragon|2011-10-07|5
Fernando_González|2011-09-27|John_Williams|2012-12-24|4
Mariano_Rivera|2011-10-12|William_Henry_Harrison|2012-12-26|5
Mariano_Rivera|2011-10-13|William_Henry_Harrison|2012-12-26|6
Francis_I_of_the_Two_Sicilies|2012-10-04|Theodore_Roosevelt|2011-12-19|6
Ivan_Ljubičić|2012-03-21|Wales|2011-02-16|3
Ivan_Ljubičić|2012-03-21|Wales|2012-11-06|3
Ivan_Ljubičić|2012-03-22|Wales|2011-02-16|4
Ivan_Ljubičić|2012-03-22|Wales|2012-11-06|4
Ivan_Ljubičić|2012-07-14|Wales|2011-02-16|6
Ivan_Ljubičić|2012-07-14|Wales|2012-11-06|6
Alejandro_Falla|2012-05-02|Hillary_Rodham_Clinton|2012-11-02|5
Alejandro_Falla|2012-05-03|Hillary_Rodham_Clinton|2012-11-02|6
Haile_Selassie_I|2010-08-29|Andrew_Johnson|2012-10-04|6
Haile_Selassie_I|2010-08-30|Andrew_Johnson|2012-10-04|3
Siad_Barre|2010-06-16|Lorenz_Hart|2012-10-08|4
Rubén_Blades|2010-06-03|Romania|2012-10-25|4
Shapur_II|2010-10-11|Sophocles|2012-06-22|5
Shapur_II|2010-10-12|Sophocles|2012-06-22|6
Yuvan_Shankar_Raja|2010-11-23|Martin_Luther_King,_Jr.|2011-12-19|3
Bobby_Hull|2012-06-21|Togo|2012-12-31|6
Bobby_Hull|2012-06-22|Togo|2012-12-31|3
Sanath_Jayasuriya|2011-03-26|Indonesia|2012-10-31|5
Sanath_Jayasuriya|2011-03-27|Indonesia|2012-10-31|6
Sanath_Jayasuriya|2012-01-03|Indonesia|2012-10-31|3
Sanath_Jayasuriya|2012-01-04|Indonesia|2012-10-31|4
Muammar_Gaddafi|2011-10-15|T._S._Eliot|2012-10-19|4
Muammar_Gaddafi|2011-10-16|T._S._Eliot|2012-10-19|5
Muammar_Gaddafi|2011-10-17|T._S._Eliot|2012-10-19|6
Ivan_Ljubičić|2012-03-21|Woodrow_Wilson|2011-10-15|4
Ivan_Ljubičić|2012-03-22|Woodrow_Wilson|2011-10-15|5
Ivan_Ljubičić|2012-07-14|Woodrow_Wilson|2011-10-15|3
Yuvan_Shankar_Raja|2010-11-23|Isaac_Newton|2012-09-14|4
Hassan_II_of_Morocco|2012-05-12|Togo|2012-12-31|6
Hassan_II_of_Morocco|2012-05-13|Togo|2012-12-31|3
John_Rhys-Davies|2012-04-20|Tony_Blair|2012-09-24|6
John_Rhys-Davies|2012-04-21|Tony_Blair|2012-09-24|3
Khalid_Sheikh_Mohammed|2012-09-15|Lleyton_Hewitt|2012-01-24|6
Khalid_Sheikh_Mohammed|2012-09-16|Lleyton_Hewitt|2012-01-24|3
Ho_Chi_Minh|2010-07-23|Björk|2012-10-08|5
Ho_Chi_Minh|2010-10-31|Björk|2012-10-08|5
Humayun|2011-10-08|George_I_of_Great_Britain|2012-01-30|6
Garry_Kasparov|2011-10-18|William_Penn|2012-12-25|6
Jan_Hus|2011-06-22|Vladimir_Nabokov|2011-10-08|5
Ho_Chi_Minh|2010-07-23|Iran|2012-11-01|5
Ho_Chi_Minh|2010-10-31|Iran|2012-11-01|5
Manuel_Noriega|2012-06-02|Carl_Gustaf_Emil_Mannerheim|2012-12-14|6
Manuel_Noriega|2012-06-03|Carl_Gustaf_Emil_Mannerheim|2012-12-14|3
Mariano_Rivera|2011-10-12|Lleyton_Hewitt|2012-01-24|4
Mariano_Rivera|2011-10-13|Lleyton_Hewitt|2012-01-24|5
Garry_Kasparov|2011-10-18|Pyotr_Ilyich_Tchaikovsky|2012-11-04|3
Robert_Fripp|2011-02-15|Byzantine_Empire|2012-08-04|6
Robert_Fripp|2011-02-15|Byzantine_Empire|2012-12-10|6
Robert_Fripp|2011-02-16|Byzantine_Empire|2012-08-04|3
Robert_Fripp|2011-02-16|Byzantine_Empire|2012-12-10|3
Muammar_Gaddafi|2011-10-15|Togo|2012-12-31|5
Muammar_Gaddafi|2011-10-16|Togo|2012-12-31|6
Muammar_Gaddafi|2011-10-17|Togo|2012-12-31|3
Garry_Kasparov|2011-10-18|Henri_Matisse|2012-09-17|3
Ivan_Ljubičić|2012-03-21|Yemen|2012-12-19|6
Ivan_Ljubičić|2012-03-22|Yemen|2012-12-19|3
Ivan_Ljubičić|2012-07-14|Yemen|2012-12-19|5
Yoko_Ono|2011-09-23|John_F._Kennedy|2012-08-19|5
Eugène_Ionesco|2012-04-07|Salvador_Dalí|2011-02-15|3
Bobby_Hull|2012-06-21|Jim_Carrey|2012-06-04|4
Bobby_Hull|2012-06-22|Jim_Carrey|2012-06-04|5
Diosdado_Macapagal|2012-10-08|Indonesia|2012-10-31|6
Humayun|2011-10-08|Bono|2012-12-02|5
Marc_Gicquel|2010-12-02|Romania|2012-10-25|6
Marc_Gicquel|2012-07-25|Romania|2012-10-25|5
Marc_Gicquel|2012-07-26|Romania|2012-10-25|6
Haile_Gebrselassie|2011-03-26|Henry_Fonda|2012-08-04|5
Haile_Selassie_I|2010-08-29|Brian_Mulroney|2012-11-14|3
Haile_Selassie_I|2010-08-30|Brian_Mulroney|2012-11-14|4
Jawaharlal_Nehru|2011-04-20|Leonardo_DiCaprio|2012-11-14|4
Paula_Abdul|2010-05-27|Augustus|2012-10-19|3
Shapur_II|2010-10-11|John_Wayne|2012-11-18|6
Shapur_II|2010-10-12|John_Wayne|2012-11-18|3
Jan_Hus|2011-06-22|Henry_David_Thoreau|2012-12-05|4
Gil_Kane|2011-04-13|Martin_Luther_King,_Jr.|2011-12-19|3
Gil_Kane|2011-04-14|Martin_Luther_King,_Jr.|2011-12-19|4
Jawaharlal_Nehru|2011-04-20|Ferdinand_II_of_Aragon|2011-10-07|5
Julia_Gillard|2011-03-29|Mahmud_of_Ghazni|2012-08-11|3
Marc_Gicquel|2010-12-02|Pyotr_Ilyich_Tchaikovsky|2012-11-04|4
Marc_Gicquel|2012-07-25|Pyotr_Ilyich_Tchaikovsky|2012-11-04|3
Marc_Gicquel|2012-07-26|Pyotr_Ilyich_Tchaikovsky|2012-11-04|4
Paradorn_Srichaphan|2012-02-20|Josephus|2011-10-06|5
Paradorn_Srichaphan|2012-02-21|Josephus|2011-10-06|6
Paradorn_Srichaphan|2012-02-22|Josephus|2011-10-06|3
Haile_Gebrselassie|2011-03-26|Ferdinand_II_of_Aragon|2011-10-07|4
Sammy_Sosa|2010-07-25|Henry_David_Thoreau|2012-12-05|5
Sammy_Sosa|2011-10-06|Henry_David_Thoreau|2012-12-05|6
Sammy_Sosa|2011-10-07|Henry_David_Thoreau|2012-12-05|3
Sammy_Sosa|2012-06-11|Henry_David_Thoreau|2012-12-05|6
Muammar_Gaddafi|2011-10-15|Byzantine_Empire|2012-08-04|4
Muammar_Gaddafi|2011-10-15|Byzantine_Empire|2012-12-10|4
Muammar_Gaddafi|2011-10-16|Byzantine_Empire|2012-08-04|5
Muammar_Gaddafi|2011-10-16|Byzantine_Empire|2012-12-10|5
Muammar_Gaddafi|2011-10-17|Byzantine_Empire|2012-08-04|6
Muammar_Gaddafi|2011-10-17|Byzantine_Empire|2012-12-10|6
Rubén_Blades|2010-06-03|Charles_Darwin|2012-09-10|3
Rubén_Blades|2010-06-03|William_Penn|2012-12-25|5
David_Hockney|2011-06-14|Stephen_Sondheim|2012-10-04|6
David_Hockney|2011-06-15|Stephen_Sondheim|2012-10-04|3
Slavoj_Žižek|2011-01-15|Carl_Jung|2012-11-29|4
Slavoj_Žižek|2012-06-15|Carl_Jung|2012-11-29|4
Sonia_Gandhi|2010-09-14|George_Harrison|2012-11-18|3
Sonia_Gandhi|2010-09-15|George_Harrison|2012-11-18|4
Helena_Blavatsky|2012-09-15|Andrew_Johnson|2012-10-04|4
Sammy_Sosa|2010-07-25|Louis_XV_of_France|2012-12-11|3
Sammy_Sosa|2011-10-06|Louis_XV_of_France|2012-12-11|4
Sammy_Sosa|2011-10-07|Louis_XV_of_France|2012-12-11|5
Sammy_Sosa|2012-06-11|Louis_XV_of_France|2012-12-11|4
Muammar_Gaddafi|2011-10-15|Cliff_Richard|2012-04-28|6
Muammar_Gaddafi|2011-10-16|Cliff_Richard|2012-04-28|3
Muammar_Gaddafi|2011-10-17|Cliff_Richard|2012-04-28|4
Freddie_Mercury|2011-01-04|Turkey|2012-10-20|5
Freddie_Mercury|2011-01-05|Turkey|2012-10-20|6
Yoko_Ono|2011-09-23|Henri_Matisse|2012-09-17|6
Enrique_Iglesias|2012-04-27|William_Henry_Harrison|2012-12-26|6
Enrique_Iglesias|2012-04-28|William_Henry_Harrison|2012-12-26|3
Enrique_Iglesias|2012-04-29|William_Henry_Harrison|2012-12-26|4
Haile_Gebrselassie|2011-03-26|Lorenz_Hart|2012-10-08|6
Garry_Kasparov|2011-10-18|Immanuel_Kant|2012-11-10|5
Kateryna_Bondarenko|2011-09-18|Mohandas_Karamchand_Gandhi|2012-05-02|3
Kateryna_Bondarenko|2011-09-18|Mohandas_Karamchand_Gandhi|2012-07-06|4
David_Hockney|2011-06-14|John_the_Baptist|2012-11-22|3
David_Hockney|2011-06-15|John_the_Baptist|2012-11-22|4
Julia_Gillard|2011-03-29|Ferdinand_II_of_Aragon|2011-10-07|3
Haile_Selassie_I|2010-08-29|John_the_Baptist|2012-11-22|3
Haile_Selassie_I|2010-08-30|John_the_Baptist|2012-11-22|4
Diosdado_Macapagal|2012-10-08|Akbar|2012-02-21|5
Eugène_Ionesco|2012-04-07|Henry_Fonda|2012-08-04|6
Chulalongkorn|2010-12-30|Maurice_Ravel|2012-11-30|6
Kateryna_Bondarenko|2011-09-18|Martin_Luther|2012-08-09|6
Eugène_Ionesco|2012-04-07|Mohandas_Karamchand_Gandhi|2012-05-02|4
Eugène_Ionesco|2012-04-07|Mohandas_Karamchand_Gandhi|2012-07-06|5
Léopold_Sédar_Senghor|2010-10-05|Charles_Dickens|2011-12-19|6
Ehud_Olmert|2012-08-04|Tony_Blair|2012-09-24|4
Ehud_Olmert|2012-08-05|Tony_Blair|2012-09-24|5
Fernando_González|2011-09-27|Cliff_Richard|2012-04-28|4
Rubén_Blades|2010-06-03|George_Armstrong_Custer|2012-12-01|5
Dimitri_Tiomkin|2011-10-07|Edward_Heath|2012-01-04|3
Peter_Hain|2011-10-11|Mohandas_Karamchand_Gandhi|2012-05-02|6
Peter_Hain|2011-10-11|Mohandas_Karamchand_Gandhi|2012-07-06|3
Peter_Hain|2011-10-12|Mohandas_Karamchand_Gandhi|2012-05-02|3
Peter_Hain|2011-10-12|Mohandas_Karamchand_Gandhi|2012-07-06|4
Yuvan_Shankar_Raja|2010-11-23|Henry_Fonda|2012-08-04|3
John_Rhys-Davies|2012-04-20|Axis_powers|2012-12-11|4
John_Rhys-Davies|2012-04-21|Axis_powers|2012-12-11|5
Peter_Hain|2011-10-11|Isaac_Newton|2012-09-14|5
Peter_Hain|2011-10-12|Isaac_Newton|2012-09-14|6
Freddie_Mercury|2011-01-04|Pyotr_Ilyich_Tchaikovsky|2012-11-04|4
Freddie_Mercury|2011-01-05|Pyotr_Ilyich_Tchaikovsky|2012-11-04|5
Sonia_Gandhi|2010-09-14|Cliff_Richard|2012-04-28|3
Sonia_Gandhi|2010-09-15|Cliff_Richard|2012-04-28|4
Edgar_Prado|2011-12-19|Björk|2012-10-08|6
Edgar_Prado|2011-12-20|Björk|2012-10-08|3
Eugène_Ionesco|2012-04-07|John_F._Kennedy|2012-08-19|5
Sanath_Jayasuriya|2011-03-26|German_Empire|2012-12-18|5
Sanath_Jayasuriya|2011-03-27|German_Empire|2012-12-18|6
Sanath_Jayasuriya|2012-01-03|German_Empire|2012-12-18|3
Sanath_Jayasuriya|2012-01-04|German_Empire|2012-12-18|4
Bobby_Hull|2012-06-21|Vladimir_Nabokov|2011-10-08|5
Bobby_Hull|2012-06-22|Vladimir_Nabokov|2011-10-08|6
Léopold_Sédar_Senghor|2010-10-05|Henry_David_Thoreau|2012-12-05|5
Genghis_Khan|2011-03-22|Leonardo_DiCaprio|2012-11-14|3
Genghis_Khan|2012-01-04|Leonardo_DiCaprio|2012-11-14|6
Genghis_Khan|2012-01-05|Leonardo_DiCaprio|2012-11-14|3
Julia_Gillard|2011-03-29|William_Penn|2012-12-25|3
Humayun|2011-10-08|Nero|2012-11-21|6
Garry_Kasparov|2011-10-18|T._S._Eliot|2012-10-19|3
David_Hockney|2011-06-14|Armenia|2012-11-15|4
David_Hockney|2011-06-15|Armenia|2012-11-15|5
Sammy_Sosa|2010-07-25|Hillary_Rodham_Clinton|2012-11-02|4
Sammy_Sosa|2011-10-06|Hillary_Rodham_Clinton|2012-11-02|5
Sammy_Sosa|2011-10-07|Hillary_Rodham_Clinton|2012-11-02|6
Sammy_Sosa|2012-06-11|Hillary_Rodham_Clinton|2012-11-02|5
Genghis_Khan|2011-03-22|Pyotr_Ilyich_Tchaikovsky|2012-11-04|5
Genghis_Khan|2012-01-04|Pyotr_Ilyich_Tchaikovsky|2012-11-04|4
Genghis_Khan|2012-01-05|Pyotr_Ilyich_Tchaikovsky|2012-11-04|5
John_Rhys-Davies|2012-04-20|Armenia|2012-11-15|6
John_Rhys-Davies|2012-04-21|Armenia|2012-11-15|3
Sammy_Sosa|2010-07-25|Wales|2011-02-16|4
Sammy_Sosa|2010-07-25|Wales|2012-11-06|4
Sammy_Sosa|2011-10-06|Wales|2011-02-16|5
Sammy_Sosa|2011-10-06|Wales|2012-11-06|5
Sammy_Sosa|2011-10-07|Wales|2011-02-16|6
Sammy_Sosa|2011-10-07|Wales|2012-11-06|6
Sammy_Sosa|2012-06-11|Wales|2011-02-16|5
Sammy_Sosa|2012-06-11|Wales|2012-11-06|5
Alejandro_Falla|2012-05-02|Axis_powers|2012-12-11|4
Alejandro_Falla|2012-05-03|Axis_powers|2012-12-11|5
Haile_Gebrselassie|2011-03-26|Togo|2012-12-31|6
Yuvan_Shankar_Raja|2010-11-23|Wales|2011-02-16|5
Yuvan_Shankar_Raja|2010-11-23|Wales|2012-11-06|5
Hassan_II_of_Morocco|2012-05-12|Augustus|2012-10-19|5
Hassan_II_of_Morocco|2012-05-13|Augustus|2012-10-19|6
Muammar_Gaddafi|2011-10-15|Austria|2011-10-15|3
Muammar_Gaddafi|2011-10-16|Austria|2011-10-15|4
Muammar_Gaddafi|2011-10-17|Austria|2011-10-15|5
Fernando_González|2011-09-27|Axis_powers|2012-12-11|3
Paradorn_Srichaphan|2012-02-20|Gene_Autry|2012-12-30|3
Paradorn_Srichaphan|2012-02-21|Gene_Autry|2012-12-30|4
Paradorn_Srichaphan|2012-02-22|Gene_Autry|2012-12-30|5
Siad_Barre|2010-06-16|John_F._Kennedy|2012-08-19|6
Diosdado_Macapagal|2012-10-08|Togo|2012-12-31|3
Jan_Hus|2011-06-22|Romania|2012-10-25|3
Muammar_Gaddafi|2011-10-15|Joseph_Haydn|2012-05-16|4
Muammar_Gaddafi|2011-10-16|Joseph_Haydn|2012-05-16|5
Muammar_Gaddafi|2011-10-17|Joseph_Haydn|2012-05-16|6
Toru_Takemitsu|2011-10-04|George_Armstrong_Custer|2012-12-01|4
Toru_Takemitsu|2011-10-05|George_Armstrong_Custer|2012-12-01|5
Khalid_Sheikh_Mohammed|2012-09-15|Ezra_Pound|2012-12-17|6
Khalid_Sheikh_Mohammed|2012-09-16|Ezra_Pound|2012-12-17|3
Karol_Kučera|2012-02-11|Mohandas_Karamchand_Gandhi|2012-05-02|4
Karol_Kučera|2012-02-11|Mohandas_Karamchand_Gandhi|2012-07-06|5
Fernando_González|2011-09-27|Leonardo_DiCaprio|2012-11-14|4
Robert_Fripp|2011-02-15|Isaac_Newton|2012-09-14|3
Robert_Fripp|2011-02-16|Isaac_Newton|2012-09-14|4
Chulalongkorn|2010-12-30|George_H._W._Bush|2012-09-13|4
Fernando_González|2011-09-27|Sophocles|2012-06-22|3
Julia_Gillard|2011-03-29|George_S._Patton|2012-12-08|6
Shapur_II|2010-10-11|Martin_Luther|2012-08-09|5
Shapur_II|2010-10-12|Martin_Luther|2012-08-09|6
Ehud_Olmert|2012-08-04|John_Wayne|2012-11-18|3
Ehud_Olmert|2012-08-05|John_Wayne|2012-11-18|4
Sammy_Sosa|2010-07-25|Björk|2012-10-08|3
Sammy_Sosa|2011-10-06|Björk|2012-10-08|4
Sammy_Sosa|2011-10-07|Björk|2012-10-08|5
Sammy_Sosa|2012-06-11|Björk|2012-10-08|4
Diosdado_Macapagal|2012-10-08|Republic_of_Macedonia|2012-03-21|6
Khalid_Sheikh_Mohammed|2012-09-15|Lorenz_Hart|2012-10-08|4
Khalid_Sheikh_Mohammed|2012-09-16|Lorenz_Hart|2012-10-08|5
Ivan_Ljubičić|2012-03-21|Tony_Blair|2012-09-24|4
Ivan_Ljubičić|2012-03-22|Tony_Blair|2012-09-24|5
Ivan_Ljubičić|2012-07-14|Tony_Blair|2012-09-24|3
Sammy_Sosa|2010-07-25|Austria|2011-10-15|5
Sammy_Sosa|2011-10-06|Austria|2011-10-15|6
Sammy_Sosa|2011-10-07|Austria|2011-10-15|3
Sammy_Sosa|2012-06-11|Austria|2011-10-15|6
Ivan_Ljubičić|2012-03-21|League_of_Nations|2012-12-17|4
Ivan_Ljubičić|2012-03-22|League_of_Nations|2012-12-17|5
Ivan_Ljubičić|2012-07-14|League_of_Nations|2012-12-17|3
Haile_Gebrselassie|2011-03-26|League_of_Nations|2012-12-17|4
Garry_Kasparov|2011-10-18|Austria|2011-10-15|6
Yoko_Ono|2011-09-23|Andrew_Johnson|2012-10-04|3
Eugène_Ionesco|2012-04-07|Iran|2012-11-01|3
Francis_I_of_the_Two_Sicilies|2012-10-04|Mohandas_Karamchand_Gandhi|2012-05-02|4
Francis_I_of_the_Two_Sicilies|2012-10-04|Mohandas_Karamchand_Gandhi|2012-07-06|5
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Hillary_Rodham_Clinton|2012-11-02|4
Diosdado_Macapagal|2012-10-08|Pyotr_Ilyich_Tchaikovsky|2012-11-04|6
Julia_Gillard|2011-03-29|Henry_David_Thoreau|2012-12-05|3
Enrique_Iglesias|2012-04-27|Yemen|2012-12-19|3
Enrique_Iglesias|2012-04-28|Yemen|2012-12-19|4
Enrique_Iglesias|2012-04-29|Yemen|2012-12-19|5
Ivan_Ljubičić|2012-03-21|Turkey|2012-10-20|6
Ivan_Ljubičić|2012-03-22|Turkey|2012-10-20|3
Ivan_Ljubičić|2012-07-14|Turkey|2012-10-20|5
Manuel_Noriega|2012-06-02|Ferdinand_II_of_Aragon|2011-10-07|5
Manuel_Noriega|2012-06-03|Ferdinand_II_of_Aragon|2011-10-07|6
Sammy_Sosa|2010-07-25|Isaac_Newton|2012-09-14|3
Sammy_Sosa|2011-10-06|Isaac_Newton|2012-09-14|4
Sammy_Sosa|2011-10-07|Isaac_Newton|2012-09-14|5
Sammy_Sosa|2012-06-11|Isaac_Newton|2012-09-14|4
Ivan_Ljubičić|2012-03-21|Martin_Luther|2012-08-09|6
Ivan_Ljubičić|2012-03-22|Martin_Luther|2012-08-09|3
Ivan_Ljubičić|2012-07-14|Martin_Luther|2012-08-09|5
Hassan_II_of_Morocco|2012-05-12|Stevie_Wonder|2012-06-22|6
Hassan_II_of_Morocco|2012-05-13|Stevie_Wonder|2012-06-22|3
Yoko_Ono|2011-09-23|Lithuania|2012-11-10|4
Sanath_Jayasuriya|2011-03-26|Jerome|2011-10-06|3
Sanath_Jayasuriya|2011-03-27|Jerome|2011-10-06|4
Sanath_Jayasuriya|2012-01-03|Jerome|2011-10-06|5
Sanath_Jayasuriya|2012-01-04|Jerome|2011-10-06|6
Mariano_Rivera|2011-10-12|Avril_Lavigne|2012-12-07|6
Mariano_Rivera|2011-10-13|Avril_Lavigne|2012-12-07|3
Ho_Chi_Minh|2010-07-23|George_Armstrong_Custer|2012-12-01|3
Ho_Chi_Minh|2010-10-31|George_Armstrong_Custer|2012-12-01|3
Siad_Barre|2010-06-16|George_I_of_Great_Britain|2012-01-30|4
