company:STRING|person2Id:ID
Bering_Air|8796142346592
Air_Transport_International|2199099480788
Empire_Airlines|34803968
Northern_Air_Cargo|34803968
Martinaire|61679594
National_Airlines_(5M)|61679594
Northern_Air_Cargo|21990275828333
Air_East|6597145663319
Kalitta_Charters|6597145663319
Big_Island_Air|8796145533447
Empire_Airlines|54292323
Northern_Air_Cargo|54292323
Island_Air_Service|24189325355281
C&M_Airways|4398059322435
Martinaire|15393192246248
Air_Choice_One|15393192246248
Frontier_Airlines|15393192246248
Florida_Coastal_Airlines|32985372850372
National_Airlines_(5M)|32985372850372
Southern_Air|35184405876728
Pace_Airlines|35184405876728
Merlin_Airways|35184405876728
Everts_Air_Cargo|6597085578746
Express_One_International|6597085578746
Frontier_Airlines|6597085578746
Air_East|8796110457810
Big_Island_Air|8796110457810
Kalitta_Charters|8796110457810
Tradewinds_Airlines|28587354915388
Kitty_Hawk_Aircargo|28587354915388
Island_Air_Service|28587354915388
Boston-Maine_Airways|21990239450662
Southern_Air|35184415393373
Pace_Airlines|35184415393373
Merlin_Airways|35184415393373
Gemini_Air_Cargo|26388347109103
40-Mile_Air|4398062848603
Northern_Air_Cargo|21990272038926
Express.Net_Airlines|4398087874633
Gemini_Air_Cargo|28587303328586
Bering_Air|8796122139344
Frontier_Airlines|19791258789752
Miami_Air_International|13194156029335
Pace_Airlines|32985378051977
SATSair|32985378051977
C&M_Airways|19791223421683
Gemini_Air_Cargo|19791223421683
Champion_Air|19791223421683
Air_East|2199058533551
American_Flyers_Airline|21990247873042
Air_Transport_International|17592188392463
Bering_Air|17592188392463
Gryphon_Airlines|17592188392463
Xtra_Airways|17592188392463
Sierra_Pacific_Airlines|17592188392463
Miami_Air_International|17592188392463
Merlin_Airways|17592188392463
Island_Air_Service|24189316070314
Pace_Airlines|32985393195148
Lynden_Air_Cargo|2199091530099
Era_Aviation|2199091530099
Empire_Airlines|50393197
Northern_Air_Cargo|50393197
Martinaire|15393219978022
Southern_Air|15393219978022
Era_Aviation|15393219978022
FS_Air_Service|4398101211053
Martinaire|15393197770531
Air_Choice_One|15393197770531
Frontier_Airlines|15393197770531
Freedom_Airlines|10995146426861
Trans-Florida_Airlines|10995156479928
Boston-Maine_Airways|17592251617521
Trans-Florida_Airlines|17592251617521
Martinaire|15393218734864
Southern_Air|15393218734864
Era_Aviation|15393218734864
FS_Air_Service|4398099834620
Florida_Coastal_Airlines|28587354487719
Northern_Air_Cargo|19791278406998
Air_East|35184443764982
Flying_Tiger_Line|4398087016999
Express_One_International|4398087016999
Miami_Air_International|4398087016999
Champion_Air|21990286248674
Arctic_Circle_Air|8796123730194
Flying_Tiger_Line|4398087677908
C&M_Airways|19791217561696
Gemini_Air_Cargo|19791217561696
Champion_Air|19791217561696
Martinaire|15393224977541
Southern_Air|15393224977541
Era_Aviation|15393224977541
Flying_Tiger_Line|4398085288083
Arctic_Circle_Air|24189316830769
Northern_Air_Cargo|24189316830769
Lynden_Air_Cargo|8796122690109
Miami_Air_International|17592251925639
Trans-Florida_Airlines|10995152075343
Cape_Air|2199066631398
Capital_Cargo_International_Airlines|2199066631398
Boston-Maine_Airways|19791281175136
Express_One_International|19791281175136
FedEx_Express|4398075721407
Island_Air_Service|4398075721407
USA_Jet_Airlines|30786336351330
Express.Net_Airlines|4398097319835
Air_Grand_Canyon|13194210975699
Era_Aviation|32985418753234
Gryphon_Airlines|8796126055777
USA_Jet_Airlines|2199099690150
Sierra_Pacific_Airlines|2199099690150
L-3_Flight_International_Aviation|2199099690150
Martinaire|58712901
National_Airlines_(5M)|58712901
Flying_Tiger_Line|4398069075610
Pace_Airlines|32985382952572
Cape_Air|2199067515758
Capital_Cargo_International_Airlines|2199067515758
FS_Air_Service|2199067515758
Florida_Coastal_Airlines|30786396990688
National_Airlines_(5M)|30786396990688
Cape_Air|15393180623463
Martinaire|47326275
National_Airlines_(5M)|47326275
Era_Aviation|35184374259119
Air_Grand_Canyon|15393225418088
Northern_Air_Cargo|26388281478925
FedEx_Express|4398081043265
Island_Air_Service|4398081043265
Big_Island_Air|8796145205739
Empire_Airlines|38049777
Northern_Air_Cargo|38049777
FS_Air_Service|4398081907019
Tradewinds_Airlines|10995170224058
Air_Transport_International|2199096068337
Lynden_Air_Cargo|6597120659479
Gryphon_Airlines|15393226816179
Xtra_Airways|15393226816179
Pace_Airlines|32985378796750
Northern_Air_Cargo|21990281631176
Air_Grand_Canyon|15393221746789
Merlin_Airways|17592212937010
Boston-Maine_Airways|21990236299938
Express_One_International|21990236299938
Trans-Florida_Airlines|10995149337720
FedEx_Express|4398075099692
Island_Air_Service|4398075099692
Martinaire|15393225489481
Era_Aviation|15393225489481
USA_Jet_Airlines|4398067417106
Sierra_Pacific_Airlines|4398067417106
FedEx_Express|4398067417106
L-3_Flight_International_Aviation|4398067417106
Island_Air_Service|4398067417106
Air_Grand_Canyon|15393218304025
Flying_Tiger_Line|4398098184446
Express_One_International|4398098184446
Miami_Air_International|4398098184446
Cape_Air|2199063115231
Capital_Cargo_International_Airlines|2199063115231
FS_Air_Service|2199063115231
Kalitta_Charters|49078984
Arctic_Circle_Air|8796125566942
National_Airlines_(5M)|13194176824807
L-3_Flight_International_Aviation|13194176824807
Cape_Air|13194176824807
FS_Air_Service|4398095141346
FS_Air_Service|4398087284550
Martinaire|15393232962567
Southern_Air|15393232962567
Era_Aviation|15393232962567
Era_Aviation|35184372515743
Bering_Air|8796127818697
Air_Grand_Canyon|17592189385256
Air_Grand_Canyon|15393183120754
Air_Transport_International|17592187342632
Bering_Air|17592187342632
Gryphon_Airlines|17592187342632
Xtra_Airways|17592187342632
Sierra_Pacific_Airlines|17592187342632
Miami_Air_International|17592187342632
Merlin_Airways|17592187342632
Air_East|2199066988932
C&M_Airways|4398069569176
Martinaire|15393216485075
Air_Choice_One|15393216485075
Frontier_Airlines|15393216485075
FS_Air_Service|4398104244723
American_Flyers_Airline|21990233456163
Gemini_Air_Cargo|26388337084194
Merlin_Airways|17592220594676
Merlin_Airways|17592218702523
Era_Aviation|32985416342193
Southern_Air|4398081425039
Cape_Air|4398081425039
Everts_Air_Cargo|6597106711754
Express_One_International|6597106711754
Frontier_Airlines|6597106711754
C&M_Airways|2199090629805
Kitty_Hawk_Aircargo|2199090629805
Pace_Airlines|13442439
IBC_Airways|13442439
Air_East|35184444661340
Flying_Tiger_Line|4398082279336
Air_East|2199055492262
Flying_Tiger_Line|4398071293334
American_Flyers_Airline|28587304753774
Trans-Florida_Airlines|10995141533283
FedEx_Express|8796100933691
Era_Aviation|8796100933691
Champion_Air|8796100933691
Everts_Air_Cargo|2199024953925
Empire_Airlines|2199024953925
Air_Grand_Canyon|15393227863841
Martinaire|15393233657207
