person1Id:ID|person2Id:ID|startDate:DATE|endDate:DATE
8796105131093|8796115929751|2010-04-17|2010-05-09
17592262065325|15393210094737|2010-04-10|2010-05-02
26388343823881|26388346986608|2010-04-13|2010-05-05
28587358076839|21990298257603|2010-04-16|2010-05-08
17592208876103|17592209519978|2010-04-14|2010-05-06
28587308011171|28587306328746|2010-04-16|2010-05-08
15393235190117|15393234490432|2010-04-14|2010-05-06
8796114930287|8796128025965|2010-04-11|2010-05-03
13194216346234|13194176684568|2010-04-13|2010-05-05
15393192495263|15393198104251|2010-04-17|2010-05-09
13194167126712|13194170290879|2010-04-15|2010-05-07
28587358076839|28587360900275|2010-04-16|2010-05-08
15393211969220|17592192843572|2010-04-17|2010-05-09
13194140793748|13194140634531|2010-04-16|2010-05-08
21990301572253|24189298476368|2010-04-13|2010-05-05
19791239245761|19791278112016|2010-04-12|2010-05-04
24189284945719|6597100441305|2010-04-10|2010-05-02
26388342674855|26388339657492|2010-04-17|2010-05-09
8796114930287|8796116308334|2010-04-11|2010-05-03
17592230241158|17592230589101|2010-04-14|2010-05-06
13194216346234|13194179536573|2010-04-13|2010-05-05
28587308011171|28587307128033|2010-04-16|2010-05-08
28587304163413|21990281490819|2010-04-10|2010-05-02
21990261623379|21990269442325|2010-04-15|2010-05-07
32985362002858|32985360324653|2010-04-16|2010-05-08
24189307621395|24189309432081|2010-04-15|2010-05-07
19791282071665|19791280912018|2010-04-10|2010-05-02
21990301572253|21990300913544|2010-04-13|2010-05-05
2199097033276|2199099235649|2010-04-13|2010-05-05
8796128001502|8796128795703|2010-04-13|2010-05-05
28587358076839|28587358894507|2010-04-16|2010-05-08
30786325675527|30786333259435|2010-04-12|2010-05-04
24189284945719|24189271595996|2010-04-10|2010-05-02
4398063785459|4398058332213|2010-04-17|2010-05-09
6597078532648|6597090318551|2010-04-16|2010-05-08
4398063785459|4398093360125|2010-04-17|2010-05-09
6597078532648|6597080081748|2010-04-16|2010-05-08
19791239245761|19791261727889|2010-04-12|2010-05-04
32985401345389|30786391589607|2010-04-10|2010-05-02
19791239245761|19791282245386|2010-04-12|2010-05-04
17592230241158|17592231461984|2010-04-14|2010-05-06
13194195047368|13194193206727|2010-04-16|2010-05-08
30786383665879|30786364166475|2010-04-16|2010-05-08
4398119414034|4398118921517|2010-04-15|2010-05-07
19791281552966|21990238347200|2010-04-17|2010-05-09
17592262065325|19791256637572|2010-04-10|2010-05-02
24189284945719|24189270776539|2010-04-10|2010-05-02
28587358076839|19791278055675|2010-04-16|2010-05-08
32985401345389|32985384660518|2010-04-10|2010-05-02
28587304163413|28587304835492|2010-04-10|2010-05-02
2199088156862|2199095432580|2010-04-11|2010-05-03
8796105131093|4398077539437|2010-04-17|2010-05-09
28587304163413|28587302512951|2010-04-10|2010-05-02
8796158684904|8796159646808|2010-04-12|2010-05-04
19791273583662|19791273320466|2010-04-15|2010-05-07
28587367020989|28587365914760|2010-04-11|2010-05-03
13194192740587|13194190416432|2010-04-16|2010-05-08
6597106783835|6597106453198|2010-04-14|2010-05-06
28587358076839|28587356612070|2010-04-16|2010-05-08
13194183007540|13194147654826|2010-04-10|2010-05-02
8796105131093|13194204632330|2010-04-17|2010-05-09
28587307423284|28587306216894|2010-04-09|2010-05-01
13194140793748|13194143614071|2010-04-16|2010-05-08
30786325675527|30786346566490|2010-04-12|2010-05-04
13194167126712|13194166387560|2010-04-15|2010-05-07
8796114480635|13194188401158|2010-04-17|2010-05-09
8796158684904|8796164157151|2010-04-12|2010-05-04
4398119414034|4398119365614|2010-04-15|2010-05-07
2199046603632|2199046688630|2010-04-15|2010-05-07
17592254717438|17592253808315|2010-04-11|2010-05-03
4398063785459|4398065200358|2010-04-17|2010-05-09
26388296318441|26388298191673|2010-04-11|2010-05-03
28587308011171|28587309121173|2010-04-16|2010-05-08
46689032|48769111|2010-04-11|2010-05-03
13194183007540|10995188699411|2010-04-10|2010-05-02
28587307423284|28587303772478|2010-04-09|2010-05-01
17592254717438|17592252394194|2010-04-11|2010-05-03
26388313704763|26388313545139|2010-04-16|2010-05-08
13194216346234|13194215962552|2010-04-13|2010-05-05
21990301572253|21990302125681|2010-04-13|2010-05-05
17592234781363|17592234018808|2010-04-16|2010-05-08
15393235190117|19791211001966|2010-04-14|2010-05-06
13194167126712|13194167612692|2010-04-15|2010-05-07
8796105131093|2199052863753|2010-04-17|2010-05-09
13194140946904|13194140423485|2010-04-10|2010-05-02
21990261623379|21990261832905|2010-04-15|2010-05-07
8796128001502|8796157695932|2010-04-13|2010-05-05
17592208876103|17592209310832|2010-04-14|2010-05-06
19791239245761|19791252007717|2010-04-12|2010-05-04
15393192495263|15393192443090|2010-04-17|2010-05-09
8796114480635|2199096376880|2010-04-17|2010-05-09
30786325675527|28587344779450|2010-04-12|2010-05-04
21990253882084|21990256330185|2010-04-16|2010-05-08
26388313704763|26388323926526|2010-04-16|2010-05-08
17592262065325|17592262139671|2010-04-10|2010-05-02
17592262065325|19791243099420|2010-04-10|2010-05-02
19791239245761|15393214485345|2010-04-12|2010-05-04
15393235190117|17592242272847|2010-04-14|2010-05-06
6597145265475|6597143971064|2010-04-12|2010-05-04
13044065|14638625|2010-04-14|2010-05-06
28587358076839|28587358311983|2010-04-16|2010-05-08
2199097033276|2199097518440|2010-04-13|2010-05-05
4398063785459|4398064721422|2010-04-17|2010-05-09
8796114480635|8796113721224|2010-04-17|2010-05-09
15393235190117|15393235879179|2010-04-14|2010-05-06
21990261623379|21990267587606|2010-04-15|2010-05-07
30786325675527|30786340531965|2010-04-12|2010-05-04
21990261623379|21990262255391|2010-04-15|2010-05-07
17592262065325|4398115921013|2010-04-10|2010-05-02
35184432557991|35184431438890|2010-04-12|2010-05-04
28587307423284|28587308234026|2010-04-09|2010-05-01
19791281552966|21990233315592|2010-04-17|2010-05-09
8796158684904|8796155985698|2010-04-12|2010-05-04
6597078532648|6597080877305|2010-04-16|2010-05-08
19791273583662|19791265649052|2010-04-15|2010-05-07
30786325675527|28587379274210|2010-04-12|2010-05-04
24189303568375|24189302763994|2010-04-10|2010-05-02
8796128001502|8796134040253|2010-04-13|2010-05-05
8796114930287|8796127011817|2010-04-11|2010-05-03
17592234781363|17592217636856|2010-04-16|2010-05-08
6597074391619|4398108080602|2010-04-13|2010-05-05
8796114930287|8796128560631|2010-04-11|2010-05-03
30786331868713|30786329165527|2010-04-10|2010-05-02
26388313704763|26388312083640|2010-04-16|2010-05-08
21990261623379|21990281277168|2010-04-15|2010-05-07
24189284945719|24189283739734|2010-04-10|2010-05-02
32985375477690|32985375222891|2010-04-12|2010-05-04
28587346280116|28587344181786|2010-04-16|2010-05-08
24189284945719|21990251632920|2010-04-10|2010-05-02
19791239245761|17592252757167|2010-04-12|2010-05-04
19791282071665|19791281900988|2010-04-10|2010-05-02
17592262065325|15393195695516|2010-04-10|2010-05-02
15393211969220|8796099001565|2010-04-17|2010-05-09
19791282071665|21990274602308|2010-04-10|2010-05-02
15393211969220|17592260809908|2010-04-17|2010-05-09
8796114480635|8796148109287|2010-04-17|2010-05-09
28587308011171|28587306524374|2010-04-16|2010-05-08
13194195047368|13194195017108|2010-04-16|2010-05-08
30786331868713|30786329082739|2010-04-10|2010-05-02
13194167126712|13194172155123|2010-04-15|2010-05-07
17592234781363|19791239961102|2010-04-16|2010-05-08
19791273583662|19791272005371|2010-04-15|2010-05-07
6597078532648|8796124817195|2010-04-16|2010-05-08
2199054753538|2199031515117|2010-04-16|2010-05-08
17592254717438|10995174557061|2010-04-11|2010-05-03
21990301572253|21990300298592|2010-04-13|2010-05-05
30786325675527|28587377474787|2010-04-12|2010-05-04
19791282071665|19791269746845|2010-04-10|2010-05-02
15393211969220|13194163266351|2010-04-17|2010-05-09
24189303568375|24189319664459|2010-04-10|2010-05-02
28587307423284|26388308879593|2010-04-09|2010-05-01
6597145265475|8796100555533|2010-04-12|2010-05-04
6597145265475|6597139002054|2010-04-12|2010-05-04
21990301572253|21990302768934|2010-04-13|2010-05-05
19791273583662|19791275662906|2010-04-15|2010-05-07
30786325675527|6597112301424|2010-04-12|2010-05-04
30786325675527|30786329306493|2010-04-12|2010-05-04
21990253882084|21990251539726|2010-04-16|2010-05-08
4398055633929|4398055501589|2010-04-12|2010-05-04
21990301572253|21990301567248|2010-04-13|2010-05-05
28587307423284|28587321381620|2010-04-09|2010-05-01
8796128001502|8796127085622|2010-04-13|2010-05-05
4398063785459|4398064589459|2010-04-17|2010-05-09
13194140793748|13194140819031|2010-04-16|2010-05-08
8796114930287|6597082972288|2010-04-11|2010-05-03
8796114480635|8796126856410|2010-04-17|2010-05-09
19791282071665|19791283723692|2010-04-10|2010-05-02
26388313704763|26388321556039|2010-04-16|2010-05-08
17592234781363|19791209541860|2010-04-16|2010-05-08
4398063785459|4398076516575|2010-04-17|2010-05-09
8796114480635|6597129106126|2010-04-17|2010-05-09
15393192495263|15393192310612|2010-04-17|2010-05-09
8796128001502|8796126938449|2010-04-13|2010-05-05
24189284945719|24189284190984|2010-04-10|2010-05-02
24189303568375|24189324758651|2010-04-10|2010-05-02
6597106783835|6597105600714|2010-04-14|2010-05-06
8796158684904|17592204097802|2010-04-12|2010-05-04
32985401345389|32985382809819|2010-04-10|2010-05-02
26388296318441|26388324226382|2010-04-11|2010-05-03
8796114480635|2199096737737|2010-04-17|2010-05-09
21990261623379|35184415664758|2010-04-15|2010-05-07
21990261623379|21990266729413|2010-04-15|2010-05-07
4398063785459|2199058227442|2010-04-17|2010-05-09
13194167126712|13194176303110|2010-04-15|2010-05-07
17592208876103|17592209795599|2010-04-14|2010-05-06
17592208876103|17592210923824|2010-04-14|2010-05-06
17592208876103|15393217357524|2010-04-14|2010-05-06
32985362002858|32985362080389|2010-04-16|2010-05-08
21990253882084|21990254032434|2010-04-16|2010-05-08
24189303568375|24189326640826|2010-04-10|2010-05-02
8796114930287|17592252350094|2010-04-11|2010-05-03
13194140793748|10995157990684|2010-04-16|2010-05-08
30786325675527|30786352224828|2010-04-12|2010-05-04
21990253882084|21990254381109|2010-04-16|2010-05-08
8796158684904|8796158335144|2010-04-12|2010-05-04
8796114930287|6597102209457|2010-04-11|2010-05-03
2199046603632|2199046752267|2010-04-15|2010-05-07
2199097033276|2199097969339|2010-04-13|2010-05-05
8796128001502|8796128233250|2010-04-13|2010-05-05
4398063785459|4398064431904|2010-04-17|2010-05-09
32985403916370|2199034075964|2010-04-15|2010-05-07
21990301572253|21990300855775|2010-04-13|2010-05-05
30786325675527|30786342608010|2010-04-12|2010-05-04
21990261623379|21990262444819|2010-04-15|2010-05-07
28587358076839|24189292779491|2010-04-16|2010-05-08
28587367020989|30786362870931|2010-04-11|2010-05-03
2199064658874|2199065381525|2010-04-15|2010-05-07
15393213010218|15393213163584|2010-04-12|2010-05-04
21990261623379|21990263148510|2010-04-15|2010-05-07
6597078532648|6597078429760|2010-04-16|2010-05-08
15393213010218|15393209495420|2010-04-12|2010-05-04
2199064658874|2199061471440|2010-04-15|2010-05-07
32985362002858|32985360619153|2010-04-16|2010-05-08
8796114480635|8796094022433|2010-04-17|2010-05-09
19791281552966|19791281343182|2010-04-17|2010-05-09
10995136452561|10995136522037|2010-04-12|2010-05-04
13194140793748|10995192688996|2010-04-16|2010-05-08
17592262065325|17592188727855|2010-04-10|2010-05-02
13194195047368|13194194234172|2010-04-16|2010-05-08
2199042571463|2199042108010|2010-04-17|2010-05-09
15393167138198|15393166740121|2010-04-11|2010-05-03
13194140946904|13194142940746|2010-04-10|2010-05-02
46689032|44834770|2010-04-11|2010-05-03
6597107305025|17592244639191|2010-04-14|2010-05-06
17592230241158|17592230795781|2010-04-14|2010-05-06
28587329887460|28587327425496|2010-04-14|2010-05-06
24189303568375|24189300629902|2010-04-10|2010-05-02
28587307423284|28587306887414|2010-04-09|2010-05-01
24189311104011|21990251936607|2010-04-09|2010-05-01
28587304163413|28587304066515|2010-04-10|2010-05-02
28587358076839|28587359314960|2010-04-16|2010-05-08
6597078532648|6597074727772|2010-04-16|2010-05-08
13194183007540|13194183562777|2010-04-10|2010-05-02
15393167138198|15393165322771|2010-04-11|2010-05-03
32985403916370|32985406241710|2010-04-15|2010-05-07
6597078532648|6597080103752|2010-04-16|2010-05-08
46689032|46528193|2010-04-11|2010-05-03
19791273583662|19791272514390|2010-04-15|2010-05-07
6597078532648|4398107932431|2010-04-16|2010-05-08
2199046603632|4398054087806|2010-04-15|2010-05-07
10995136452561|10995136710560|2010-04-12|2010-05-04
30786325675527|28587378590461|2010-04-12|2010-05-04
17592208876103|17592206548166|2010-04-14|2010-05-06
35184386605884|35184386518752|2010-04-15|2010-05-07
15393211969220|15393210983273|2010-04-17|2010-05-09
21990301572253|21990286043662|2010-04-13|2010-05-05
21990261623379|19791285280127|2010-04-15|2010-05-07
2199042571463|2199041919304|2010-04-17|2010-05-09
2199046603632|2199046810031|2010-04-15|2010-05-07
13194195047368|13194194026402|2010-04-16|2010-05-08
13194216346234|13194176037774|2010-04-13|2010-05-05
30786383665879|15393164892212|2010-04-16|2010-05-08
15393192495263|15393192515884|2010-04-17|2010-05-09
2199046603632|2199048010441|2010-04-15|2010-05-07
19791239245761|19791259474915|2010-04-12|2010-05-04
28587358076839|28587356122272|2010-04-16|2010-05-08
26388296318441|26388295554617|2010-04-11|2010-05-03
28587358076839|28587364010389|2010-04-16|2010-05-08
15393167138198|15393165230299|2010-04-11|2010-05-03
13194167126712|13194165526023|2010-04-15|2010-05-07
24189284945719|26388343679161|2010-04-10|2010-05-02
26388343823881|26388345115139|2010-04-13|2010-05-05
35184447826721|28587329570173|2010-04-17|2010-05-09
10995190589591|10995190744459|2010-04-17|2010-05-09
17592230241158|17592227252567|2010-04-14|2010-05-06
8796105131093|19791235988322|2010-04-17|2010-05-09
8796114480635|10995180296318|2010-04-17|2010-05-09
28587367020989|28587363080819|2010-04-11|2010-05-03
4398119414034|4398120909735|2010-04-15|2010-05-07
15393192495263|15393192766723|2010-04-17|2010-05-09
26388313704763|26388312245818|2010-04-16|2010-05-08
32985362002858|32985361788932|2010-04-16|2010-05-08
8796114930287|8796122422972|2010-04-11|2010-05-03
19791281552966|19791280875621|2010-04-17|2010-05-09
8796128001502|17592238214735|2010-04-13|2010-05-05
17592262065325|8796130253134|2010-04-10|2010-05-02
30786383665879|30786389400654|2010-04-16|2010-05-08
28587358076839|30786362455546|2010-04-16|2010-05-08
21990261623379|21990262624796|2010-04-15|2010-05-07
15393211969220|15393212606514|2010-04-17|2010-05-09
28587358076839|28587360161698|2010-04-16|2010-05-08
21990301572253|21990301724053|2010-04-13|2010-05-05
26388313704763|26388312007017|2010-04-16|2010-05-08
4398055633929|6597079519238|2010-04-12|2010-05-04
13044065|12716467|2010-04-14|2010-05-06
28587304163413|28587303305252|2010-04-10|2010-05-02
8796114930287|8796169237473|2010-04-11|2010-05-03
15393211969220|15393214111628|2010-04-17|2010-05-09
15393235190117|15393237569749|2010-04-14|2010-05-06
2199064658874|2199068090316|2010-04-15|2010-05-07
6597078532648|6597080283472|2010-04-16|2010-05-08
17592262065325|17592262584167|2010-04-10|2010-05-02
15393211969220|15393211183586|2010-04-17|2010-05-09
8796105131093|34147028|2010-04-17|2010-05-09
15393192495263|15393186234360|2010-04-17|2010-05-09
2199042571463|2199042289875|2010-04-17|2010-05-09
6597145265475|8796098753867|2010-04-12|2010-05-04
13194167126712|13194166269490|2010-04-15|2010-05-07
6597078532648|6597079333899|2010-04-16|2010-05-08
19791281552966|21990248758671|2010-04-17|2010-05-09
13194192740587|13194190546676|2010-04-16|2010-05-08
21990301572253|21990304263649|2010-04-13|2010-05-05
30786383665879|32985352300909|2010-04-16|2010-05-08
2199046603632|4398048701922|2010-04-15|2010-05-07
19791281552966|19791281192892|2010-04-17|2010-05-09
17592208876103|17592226336223|2010-04-14|2010-05-06
4398063785459|4398064238765|2010-04-17|2010-05-09
15393213010218|15393211690163|2010-04-12|2010-05-04
8796105131093|19791250878502|2010-04-17|2010-05-09
6597104208498|6597119574959|2010-04-09|2010-05-01
30786325675527|6597101744791|2010-04-12|2010-05-04
30786325675527|30786345560228|2010-04-12|2010-05-04
13194183007540|13194182262247|2010-04-10|2010-05-02
21990261623379|21990263890339|2010-04-15|2010-05-07
2199097033276|2199095584154|2010-04-13|2010-05-05
30786383665879|30786384951501|2010-04-16|2010-05-08
8796132746429|8796134830578|2010-04-14|2010-05-06
2199042571463|2199044061841|2010-04-17|2010-05-09
15393213010218|15393214753653|2010-04-12|2010-05-04
24189303568375|24189314604777|2010-04-10|2010-05-02
19791239245761|15393224412873|2010-04-12|2010-05-04
15393235190117|15393235292906|2010-04-14|2010-05-06
