personId:ID|country:STRING|tagClass:STRING|minPathDistance:INT|maxPathDistance:INT
237595|Kenya|Politician|3|4
217668|Chile|Politician|3|4
249575|Iran|Architect|3|4
182631|Greece|PrimeMinister|3|4
274354|England|Architect|3|4
40240|Tunisia|SoccerManager|3|4
103356|Hungary|PrimeMinister|3|4
103356|Belgium|Saint|3|4
283052|Australia|PrimeMinister|3|4
103356|Cambodia|NascarDriver|3|4
168106|Belgium|Saint|3|4
292450|Australia|BaseballPlayer|3|4
249575|Moldova|NascarDriver|3|4
106078|Moldova|Saint|3|4
111654|Kenya|BasketballPlayer|3|4
45993|Cambodia|Thing|3|4
184422|Hungary|FormulaOneRacer|3|4
270252|Taiwan|FormulaOneRacer|3|4
111654|Greece|BasketballPlayer|3|4
45993|Chile|PrimeMinister|3|4
252760|Cuba|Monarch|3|4
252760|Chile|Monarch|3|4
235100|England|Cricketer|3|4
225683|Yemen|Thing|3|4
260307|Taiwan|Senator|3|4
168113|Chile|Saint|3|4
271821|Venezuela|Architect|3|4
200792|Greece|ComicsCreator|3|4
208762|Moldova|BasketballPlayer|3|4
217668|Taiwan|NascarDriver|3|4
182631|Cambodia|AmericanFootballPlayer|3|4
133213|Yemen|SoccerManager|3|4
274354|Moldova|PrimeMinister|3|4
29764|Kenya|BaseballPlayer|3|4
291485|Zambia|ComicsCreator|3|4
24395|Belgium|AmericanFootballPlayer|3|4
168113|Greece|AmericanFootballPlayer|3|4
184422|Turkey|FormulaOneRacer|3|4
168106|Iran|PrimeMinister|3|4
271821|Chile|BasketballPlayer|3|4
111654|Moldova|Architect|3|4
48720|Venezuela|SoccerManager|3|4
103356|Chile|Saint|3|4
237595|Tunisia|Architect|3|4
48720|Hungary|PrimeMinister|3|4
253901|Hungary|Cricketer|3|4
109055|Hungary|BasketballPlayer|3|4
223868|Greece|Thing|3|4
250302|Iran|Architect|3|4
32145|Greece|PrimeMinister|3|4
182631|Afghanistan|Thing|3|4
101666|Venezuela|Senator|3|4
111654|Hungary|BaseballPlayer|3|4
101666|Iran|ComicsCreator|3|4
24395|Yemen|Politician|3|4
182631|Turkey|PrimeMinister|3|4
252760|Hungary|AmericanFootballPlayer|3|4
223868|Cuba|Politician|3|4
32145|Cambodia|Senator|3|4
70965|Cuba|PrimeMinister|3|4
127310|Kenya|ComicsCreator|3|4
291485|Cambodia|Politician|3|4
223868|Moldova|NascarDriver|3|4
106078|Cambodia|Cricketer|3|4
3622|Cambodia|FormulaOneRacer|3|4
107964|Moldova|PrimeMinister|3|4
210392|Zambia|ComicsCreator|3|4
70965|Tunisia|SoccerManager|3|4
253901|Zambia|Cricketer|3|4
250302|Greece|NascarDriver|3|4
116292|Iran|FormulaOneRacer|3|4
274374|Belarus|FormulaOneRacer|3|4
244604|England|Saint|3|4
274354|Kenya|BasketballPlayer|3|4
29764|Yemen|Politician|3|4
29764|Turkey|BasketballPlayer|3|4
54890|Tunisia|FormulaOneRacer|3|4
101666|Moldova|SoccerManager|3|4
29764|Zambia|Thing|3|4
232026|England|Monarch|3|4
291485|Cambodia|AmericanFootballPlayer|3|4
24395|Belgium|BaseballPlayer|3|4
127310|Niger|Cricketer|3|4
185610|Cuba|PrimeMinister|3|4
200792|Cuba|Monarch|3|4
32145|Belarus|BasketballPlayer|3|4
168113|Turkey|BaseballPlayer|3|4
208762|Iran|Politician|3|4
208762|Zambia|Senator|3|4
109055|Venezuela|BasketballPlayer|3|4
260307|Cuba|BasketballPlayer|3|4
269156|Tunisia|PrimeMinister|3|4
40240|Hungary|Monarch|3|4
116292|Australia|ComicsCreator|3|4
200792|Belarus|Thing|3|4
103356|Tunisia|Saint|3|4
127310|Taiwan|Saint|3|4
182631|Niger|AmericanFootballPlayer|3|4
252760|England|Architect|3|4
103356|England|AmericanFootballPlayer|3|4
260307|Afghanistan|NascarDriver|3|4
130950|Australia|Saint|3|4
40240|Moldova|BasketballPlayer|3|4
133213|Kenya|SoccerManager|3|4
283052|Moldova|Cricketer|3|4
291485|Australia|Monarch|3|4
274354|Niger|FormulaOneRacer|3|4
250302|Zambia|PrimeMinister|3|4
210392|Cambodia|AmericanFootballPlayer|3|4
168106|Yemen|Cricketer|3|4
103356|Cambodia|FormulaOneRacer|3|4
249575|Turkey|BasketballPlayer|3|4
250302|Niger|Architect|3|4
111654|Greece|PrimeMinister|3|4
283052|Cuba|Architect|3|4
235100|Greece|Politician|3|4
232026|Turkey|Architect|3|4
200792|Australia|BasketballPlayer|3|4
271821|Venezuela|Thing|3|4
116292|Cambodia|ComicsCreator|3|4
223868|Cuba|Monarch|3|4
130950|Belgium|NascarDriver|3|4
270252|Greece|BaseballPlayer|3|4
208762|Greece|SoccerManager|3|4
133213|Afghanistan|Architect|3|4
237595|Turkey|Monarch|3|4
252760|Afghanistan|Architect|3|4
130950|Cambodia|FormulaOneRacer|3|4
24395|Belarus|PrimeMinister|3|4
32145|Iran|ComicsCreator|3|4
24395|Hungary|Politician|3|4
24395|Belgium|FormulaOneRacer|3|4
217668|Afghanistan|PrimeMinister|3|4
101666|Chile|BaseballPlayer|3|4
274354|Tunisia|Monarch|3|4
244604|Belgium|Saint|3|4
22052|Cambodia|Saint|3|4
252760|Turkey|FormulaOneRacer|3|4
29764|Hungary|Politician|3|4
3622|Yemen|SoccerManager|3|4
109055|Niger|NascarDriver|3|4
40240|Belarus|BaseballPlayer|3|4
225683|Hungary|BasketballPlayer|3|4
133213|Zambia|Politician|3|4
182631|Greece|FormulaOneRacer|3|4
283052|Taiwan|Architect|3|4
225683|Zambia|SoccerManager|3|4
29764|Taiwan|NascarDriver|3|4
283052|Niger|Cricketer|3|4
106078|Cambodia|FormulaOneRacer|3|4
40240|Niger|PrimeMinister|3|4
253901|Zambia|ComicsCreator|3|4
250302|Moldova|Cricketer|3|4
101666|Moldova|BaseballPlayer|3|4
107964|Greece|Cricketer|3|4
208762|Venezuela|Saint|3|4
223868|Australia|Saint|3|4
260307|Iran|Cricketer|3|4
168106|Hungary|NascarDriver|3|4
185610|Belgium|Cricketer|3|4
249575|England|BaseballPlayer|3|4
237595|Belarus|NascarDriver|3|4
70965|Australia|Thing|3|4
55700|Iran|AmericanFootballPlayer|3|4
225683|England|AmericanFootballPlayer|3|4
168113|Kenya|Senator|3|4
185610|Kenya|SoccerManager|3|4
101666|Chile|Monarch|3|4
200792|Turkey|Senator|3|4
130950|England|NascarDriver|3|4
32145|England|FormulaOneRacer|3|4
249575|Turkey|AmericanFootballPlayer|3|4
107964|Zambia|AmericanFootballPlayer|3|4
133213|Belarus|ComicsCreator|3|4
45993|Belarus|Senator|3|4
232026|Chile|BasketballPlayer|3|4
70965|Chile|PrimeMinister|3|4
55700|Afghanistan|BaseballPlayer|3|4
109055|Niger|Saint|3|4
269156|Tunisia|Architect|3|4
133213|Zambia|Monarch|3|4
109055|Venezuela|SoccerManager|3|4
291485|Iran|Cricketer|3|4
107964|Hungary|Architect|3|4
130950|Afghanistan|Cricketer|3|4
101666|Yemen|NascarDriver|3|4
253901|Belarus|PrimeMinister|3|4
253901|Australia|ComicsCreator|3|4
274354|Hungary|PrimeMinister|3|4
252760|Cuba|BaseballPlayer|3|4
106078|Cuba|Monarch|3|4
232026|England|Architect|3|4
133213|Hungary|BasketballPlayer|3|4
200792|Venezuela|Senator|3|4
292450|Belarus|Politician|3|4
106078|Niger|Politician|3|4
283052|Chile|NascarDriver|3|4
274354|England|PrimeMinister|3|4
101666|Taiwan|ComicsCreator|3|4
48720|Tunisia|NascarDriver|3|4
235100|England|Architect|3|4
130950|Niger|BasketballPlayer|3|4
182631|Taiwan|Architect|3|4
252760|Chile|ComicsCreator|3|4
111654|Cambodia|NascarDriver|3|4
101666|Kenya|Senator|3|4
130950|Moldova|NascarDriver|3|4
200792|Cuba|Architect|3|4
237595|Niger|BasketballPlayer|3|4
271821|Moldova|Senator|3|4
3622|Niger|Thing|3|4
116292|Niger|SoccerManager|3|4
291485|Greece|Saint|3|4
101666|Zambia|Monarch|3|4
269156|Niger|Saint|3|4
45993|Moldova|BaseballPlayer|3|4
55700|Kenya|PrimeMinister|3|4
107964|Venezuela|BaseballPlayer|3|4
291485|Kenya|Thing|3|4
252760|Hungary|FormulaOneRacer|3|4
116292|Cuba|Saint|3|4
106078|Belgium|NascarDriver|3|4
269156|Belgium|ComicsCreator|3|4
29764|Belarus|PrimeMinister|3|4
55700|Taiwan|Architect|3|4
235100|Belgium|SoccerManager|3|4
182631|Chile|Saint|3|4
252760|Belgium|Thing|3|4
223868|Taiwan|Senator|3|4
22052|Hungary|BaseballPlayer|3|4
22052|Belarus|BasketballPlayer|3|4
210392|Hungary|Cricketer|3|4
271821|Afghanistan|SoccerManager|3|4
48720|Australia|ComicsCreator|3|4
269156|Chile|PrimeMinister|3|4
271821|Australia|Thing|3|4
270252|Belarus|Politician|3|4
168106|Turkey|BasketballPlayer|3|4
103356|England|Architect|3|4
252760|Belarus|Politician|3|4
54890|Hungary|Saint|3|4
185610|Zambia|BaseballPlayer|3|4
223868|Iran|Architect|3|4
109055|Iran|ComicsCreator|3|4
103356|England|BasketballPlayer|3|4
24395|Hungary|BaseballPlayer|3|4
54890|Yemen|ComicsCreator|3|4
250302|Iran|Senator|3|4
182631|Turkey|Politician|3|4
54664|Chile|NascarDriver|3|4
244604|Iran|Politician|3|4
32145|Kenya|Architect|3|4
109055|Yemen|SoccerManager|3|4
210392|Taiwan|NascarDriver|3|4
217668|Tunisia|SoccerManager|3|4
24395|Cuba|BaseballPlayer|3|4
274374|Iran|Saint|3|4
109055|Moldova|Cricketer|3|4
185610|Greece|ComicsCreator|3|4
103356|Afghanistan|Thing|3|4
130950|Cambodia|Politician|3|4
253901|Iran|SoccerManager|3|4
133213|Hungary|Politician|3|4
269156|Yemen|BasketballPlayer|3|4
133213|Moldova|Thing|3|4
217668|Zambia|Monarch|3|4
40240|Chile|Architect|3|4
103356|Tunisia|Architect|3|4
260307|Moldova|Politician|3|4
270252|Taiwan|AmericanFootballPlayer|3|4
130950|Afghanistan|SoccerManager|3|4
237595|Turkey|Thing|3|4
45993|Moldova|SoccerManager|3|4
70965|Venezuela|AmericanFootballPlayer|3|4
274354|Chile|SoccerManager|3|4
292450|Belarus|BasketballPlayer|3|4
45993|Zambia|BasketballPlayer|3|4
22052|Cuba|AmericanFootballPlayer|3|4
232026|Belgium|Thing|3|4
223868|Hungary|Architect|3|4
200792|Belarus|AmericanFootballPlayer|3|4
133213|Moldova|PrimeMinister|3|4
133213|Zambia|Cricketer|3|4
208762|Cuba|Monarch|3|4
274374|Niger|BasketballPlayer|3|4
252760|Taiwan|Thing|3|4
250302|Turkey|Cricketer|3|4
168113|Afghanistan|NascarDriver|3|4
232026|Belgium|PrimeMinister|3|4
54890|Hungary|BasketballPlayer|3|4
127310|Afghanistan|FormulaOneRacer|3|4
106078|Turkey|Architect|3|4
250302|Belarus|Architect|3|4
269156|Niger|BaseballPlayer|3|4
54664|England|Cricketer|3|4
210392|Cuba|Saint|3|4
111654|Cambodia|ComicsCreator|3|4
200792|Tunisia|Architect|3|4
253901|Tunisia|NascarDriver|3|4
133213|Tunisia|Politician|3|4
271821|Kenya|PrimeMinister|3|4
184422|Australia|Thing|3|4
45993|Tunisia|Cricketer|3|4
116292|Turkey|Cricketer|3|4
32145|Turkey|ComicsCreator|3|4
270252|Greece|Monarch|3|4
274374|Belarus|PrimeMinister|3|4
269156|Iran|Thing|3|4
22052|Greece|Thing|3|4
182631|Yemen|Thing|3|4
54890|Iran|Monarch|3|4
208762|Turkey|AmericanFootballPlayer|3|4
252760|Moldova|BaseballPlayer|3|4
182631|England|AmericanFootballPlayer|3|4
217668|Niger|Senator|3|4
223868|Turkey|PrimeMinister|3|4
168106|Yemen|FormulaOneRacer|3|4
223868|Venezuela|Saint|3|4
270252|Tunisia|SoccerManager|3|4
237595|Hungary|Thing|3|4
109055|Cambodia|PrimeMinister|3|4
244604|Belgium|AmericanFootballPlayer|3|4
54664|Belarus|BaseballPlayer|3|4
271821|Cambodia|BasketballPlayer|3|4
101666|Moldova|BasketballPlayer|3|4
253901|Yemen|Politician|3|4
127310|Niger|Saint|3|4
127310|Zambia|BaseballPlayer|3|4
283052|England|PrimeMinister|3|4
250302|Afghanistan|BasketballPlayer|3|4
271821|Hungary|Politician|3|4
3622|Venezuela|NascarDriver|3|4
274354|Zambia|BasketballPlayer|3|4
249575|Afghanistan|Architect|3|4
54664|Yemen|Cricketer|3|4
54664|Cuba|Saint|3|4
200792|Niger|Saint|3|4
32145|Turkey|Thing|3|4
54890|Tunisia|Saint|3|4
